@relation 'flopRank Instances list'

@attribute playersLeft numeric
@attribute position numeric
@attribute flopRank numeric
@attribute id numeric

@data
8,1,336830,3775118
8,5,398892,3775130
8,4,743289,3775137
8,3,-1,3775144
8,7,1485182,3775156
9,2,379977,3775269
9,1,-1,3775277
9,9,384254,3775294
8,7,337585,3775301
8,6,-1,3775308
9,3,-1,3775433
7,6,399078,3776028
6,3,-1,3776032
7,5,-1,3779761
6,3,361023,3779766
6,2,304058,3779771
3,1,332464,3779785
3,2,397269,3779789
3,3,211615,3779793
4,2,-1,3779795
4,4,-1,3779801
9,3,-1,3786446
9,2,275890,3786454
9,1,388090,3786462
9,9,399247,3786479
9,8,-1,3786487
9,3,-1,3786501
9,1,-1,3786598
9,9,-1,3786655
9,8,-1,3786663
9,7,-1,3786741
9,6,-1,3786839
9,3,-1,3786845
9,1,-1,3786852
9,8,-1,3786868
6,5,-1,3787210
3,1,368670,3787212
3,2,304254,3787216
2,2,389949,3787219
2,1,392146,3787220
2,1,366148,3787222
2,2,305917,3787225
2,1,383894,3787226
2,1,368347,3787228
3,1,306800,3787230
3,2,301523,3787234
3,3,273510,3787238
3,2,377417,3787240
3,1,-1,3787242
4,4,390642,3787248
4,3,-1,3787251
6,3,-1,3787255
6,2,395148,3787260
6,1,-1,3787265
7,2,390652,3787272
7,1,375303,3787278
7,7,-1,3787291
8,7,-1,3787298
8,6,-1,3787305
8,5,335387,3787312
8,4,-1,3787319
7,7,-1,3787330
9,1,393055,3787331
9,9,-1,3787348
9,8,-1,3787356
4,2,-1,3791915
3,3,297115,3791920
4,4,-1,3791924
4,3,-1,3791927
4,2,-1,3791930
4,3,375473,3791935
4,2,399441,3791938
5,1,294749,3791941
5,1,-1,3791946
5,5,399607,3791955
5,3,-1,3791958
6,1,275861,3791961
6,5,-1,3791971
6,4,306283,3791976
7,3,304423,3791981
7,1,-1,3791986
8,7,392514,3791999
9,1,337771,3792001
8,8,-1,3792017
8,6,-1,3792023
8,3,399634,3792028
9,3,-1,3792036
9,7,-1,3792049
9,6,372919,3792057
9,5,384275,3792065
9,9,275496,3792088
9,9,-1,3792137
9,6,-1,3792143
9,4,-1,3792150
8,1,301860,3792156
8,8,334661,3792171
8,6,-1,3792177
8,4,-1,3792183
8,3,-1,3792190
9,2,-1,3794270
6,2,-1,3794279
6,1,-1,3794284
5,4,-1,3794293
5,2,377853,3794296
6,5,372727,3794304
7,5,-1,3794310
9,4,-1,3794316
9,3,-1,3794324
9,2,-1,3794332
9,1,-1,3794340
9,9,-1,3794357
9,1,-1,3794368
7,5,-1,3794381
7,5,-1,3794388
7,4,390626,3794394
4,2,323492,3797245
4,1,-1,3797248
6,6,-1,3797257
8,1,-1,3797258
8,8,-1,3797273
9,6,-1,3797539
8,3,-1,3797545
9,1,1485175,3805910
9,7,-1,3805935
9,6,-1,3805943
9,5,-1,3805951
9,7,-1,3805982
9,5,-1,3805989
5,3,-1,3807988
5,2,337208,3807992
5,1,-1,3807996
5,5,-1,3808005
6,5,-1,3808010
6,4,-1,3808015
7,3,-1,3808020
8,1,-1,3808025
8,8,-1,3808040
8,7,-1,3808047
8,6,399585,3808054
4,2,-1,3808058
4,1,-1,3808061
7,5,-1,3808069
4,1,-1,3810102
6,6,-1,3810111
6,5,-1,3810116
6,4,-1,3810121
8,5,-1,3810128
8,3,366320,3810134
9,8,-1,3810147
9,6,384401,3810714
9,3,-1,3810720
9,9,-1,3810735
9,8,-1,3810743
7,6,-1,3810750
8,3,368655,3810754
8,2,386656,3810761
8,1,-1,3810768
7,5,377809,3810780
9,7,-1,3811113
9,5,-1,3811120
9,2,-1,3811126
9,1,-1,3811134
9,9,-1,3811151
9,7,1114038,3811158
9,3,-1,3818085
8,3,-1,3823946
9,2,-1,3823953
8,1,744026,3823961
9,6,-1,3823974
9,6,-1,3823983
9,5,-1,3823991
8,1,-1,3824237
9,9,-1,3824253
8,7,-1,3824260
7,5,-1,3824266
6,2,392317,3824270
5,5,1114666,3824279
5,4,395241,3824283
7,1,332646,3824285
8,8,-1,3828112
9,4,-1,3828116
9,8,-1,3828149
9,7,397247,3828157
9,5,-1,3828164
9,2,392808,3828170
9,1,744466,3828178
9,8,-1,3828194
8,2,390780,3828237
9,1,-1,3828244
9,8,-1,3828260
9,8,-1,3828296
9,6,-1,3828303
9,5,-1,3828321
9,1,299663,3828346
9,6,330252,3828380
9,3,337772,3828386
9,2,399625,3828394
9,1,397232,3828402
9,8,-1,3840440
9,7,-1,3840448
9,6,-1,3840456
9,5,388303,3840464
9,4,-1,3840472
9,3,-1,3840480
9,6,-1,3840522
9,5,-1,3840530
9,5,-1,3840849
8,3,-1,3840856
8,8,366119,3840869
8,7,-1,3840876
9,5,-1,3840892
9,3,-1,3840899
9,1,-1,3840906
9,6,-1,3841637
7,1,-1,3841641
7,1,-1,3841648
7,2,-1,3844364
6,1,-1,3844370
6,6,-1,3844381
6,5,-1,3844386
8,3,-1,3844529
9,9,389768,3844553
9,4,-1,3844587
9,8,-1,3844600
9,7,-1,3844608
9,6,-1,3844616
8,6,-1,3850746
9,6,-1,3850754
7,4,-1,3850761
7,4,-1,3850768
9,3,-1,3850774
9,9,-1,3850789
7,5,-1,3850794
8,4,744566,3850800
7,2,-1,3850806
6,4,-1,3850815
6,3,-1,3850820
6,6,-1,3850829
6,4,-1,3850833
6,1,-1,3850836
6,6,-1,3850847
6,5,375274,3850852
6,4,-1,3850857
6,1,392866,3850860
5,3,1116051,3850868
5,3,379994,3850873
5,1,337209,3850876
6,4,-1,3850884
6,4,-1,3850890
6,3,-1,3850895
7,7,1114027,3850905
7,6,-1,3850911
7,5,-1,3850917
7,3,368319,3850922
7,3,397585,3850929
8,8,-1,3850941
9,3,395360,3850954
8,8,-1,3850968
8,7,744201,3850975
7,5,-1,3850981
7,2,-1,3850985
6,2,-1,3850992
7,6,744214,3851002
7,4,399457,3851007
7,3,-1,3851013
7,2,744641,3851019
7,7,-1,3851031
7,4,-1,3851071
7,2,391924,3851076
5,2,-1,3851083
7,4,-1,3925714
6,3,742929,3925720
7,1,394889,3925724
7,3,-1,3925733
7,2,-1,3925739
8,3,390822,3925747
8,2,-1,3925754
8,1,-1,3925761
9,9,-1,3925777
8,5,388831,3925782
8,4,744688,3925789
8,8,-1,3925801
6,4,397189,3925805
7,4,244570,3925811
7,3,-1,3925817
7,1,-1,3925822
6,4,-1,3925832
6,2,-1,3925836
7,5,-1,3925845
7,4,-1,3925851
7,1,-1,3925855
7,7,-1,3925868
7,6,-1,3925874
7,5,-1,3925880
7,4,384386,3925886
7,3,240190,3925892
7,2,-1,3925898
7,1,360828,3925904
8,7,-1,3925917
9,6,-1,3925924
8,2,-1,3925949
8,1,-1,3925956
7,7,-1,3925970
9,9,-1,3943892
8,6,-1,3943898
7,5,-1,3943905
8,4,-1,3943911
8,2,-1,3943917
7,1,-1,3943924
7,6,-1,3943936
7,5,743944,3943942
7,3,-1,3943947
7,2,306424,3943953
7,4,-1,3943962
4,2,368710,3951090
4,4,395214,3951096
4,3,1115314,3951099
4,2,337207,3951102
4,3,385347,3951107
4,2,395442,3951110
5,4,385697,3951116
3,1,337519,3951118
3,2,390653,3951122
4,3,392847,3951126
5,3,393230,3951130
5,2,384826,3951134
6,6,375245,3951143
7,6,275821,3951149
7,4,396709,3951154
7,2,273327,3951159
7,1,-1,3951165
6,3,303903,3951174
7,3,392808,3951180
6,2,388653,3951186
7,7,-1,3951197
7,6,-1,3951203
6,4,390654,3951208
7,4,335391,3951214
5,3,390822,3951220
6,6,744481,3951228
7,6,-1,3951238
8,5,-1,3951244
8,3,397570,3951250
7,2,-1,3951257
8,8,-1,3951270
8,5,-1,3951275
8,2,-1,3951280
8,1,332814,3951287
9,7,-1,3959413
9,6,-1,3959421
9,3,-1,3959427
9,2,-1,3959435
9,1,-1,3959443
9,7,-1,3959488
9,5,-1,3959495
9,4,-1,3959503
8,3,744681,3959511
8,7,-1,3959523
8,1,-1,3959525
8,8,-1,3959540
8,5,-1,3959602
8,3,-1,3959608
9,7,-1,3959620
9,5,-1,3959627
8,2,373284,3959633
9,1,361362,3959640
9,4,399430,3959652
9,3,-1,3959660
9,6,-1,3959682
9,9,382981,3961602
8,1,-1,3961623
7,6,-1,3961636
8,6,-1,3961643
8,4,-1,3961649
8,3,-1,3961656
8,2,360828,3961663
8,1,-1,3961670
8,8,-1,3961685
9,3,-1,3961748
9,4,-1,3961848
9,3,-1,3963753
9,1,-1,3963770
9,7,399596,3963795
9,8,-1,3963845
9,4,-1,3963850
8,2,335374,3963857
8,8,392811,3963871
8,7,-1,3963878
8,2,-1,3963881
8,1,-1,3963888
7,6,-1,3963901
7,5,394512,3963907
7,4,-1,3963913
8,2,-1,3963918
9,7,-1,3964131
9,6,385892,3964139
9,5,-1,3964147
9,4,-1,3964155
8,3,399456,3964163
8,2,744020,3964170
8,8,-1,3964184
9,8,-1,3964192
9,5,-1,3964208
7,2,744347,3965846
9,6,397626,3965857
9,5,-1,3965865
9,4,-1,3965873
9,3,-1,3965881
3,3,744669,3971216
4,1,744466,3971217
4,1,365601,3971221
4,3,-1,3971227
4,2,-1,3971230
4,3,-1,3971235
4,2,363222,3971238
4,3,-1,3971243
6,5,393225,3971249
6,3,-1,3971253
6,6,-1,3971262
6,4,-1,3971266
6,3,-1,3971271
6,6,-1,3971280
5,4,-1,3971284
6,1,-1,3971286
6,1,-1,3971292
6,5,-1,3971302
6,4,-1,3971307
6,3,-1,3971312
6,6,-1,3971321
6,4,744472,3971325
7,3,-1,3971330
6,2,363588,3971336
7,5,377615,3971345
5,3,744215,3971350
5,4,-1,3971356
6,3,-1,3973750
9,5,275704,3979469
9,4,333013,3979477
9,2,304423,3979484
9,9,-1,3979500
9,7,-1,3979507
9,6,-1,3979515
9,5,-1,3979523
8,4,-1,3979531
9,4,399287,3979539
9,3,-1,3979547
6,3,-1,3984692
5,1,382214,3984696
5,4,386389,3984704
5,2,-1,3984707
5,1,377302,3984711
6,4,379500,3984719
8,8,-1,3984729
8,7,-1,3984736
8,6,-1,3984743
9,6,-1,3984751
8,4,-1,3984758
9,1,-1,3984763
9,9,-1,3984780
9,3,-1,3984813
7,5,-1,4008287
8,3,306775,4008292
9,1,-1,4008298
9,9,744766,4008315
9,8,-1,4008323
8,3,-1,4008327
8,2,368499,4008334
8,8,-1,4008348
8,7,-1,4008355
9,4,-1,4008360
5,4,-1,4008780
3,1,363363,4008782
5,5,390651,5768930
5,3,-1,5768933
4,1,-1,5768936
4,2,383345,5768941
4,1,337588,5768944
4,1,-1,5768948
4,3,367614,5768954
4,1,270751,5768956
4,3,-1,5768962
2,2,1114230,5777693
2,1,273328,5777694
2,1,375427,5777696
2,1,397088,5777698
2,1,379693,5777700
2,1,388299,5777702
2,2,384319,5777705
2,1,368342,5777706
2,1,384192,5777708
2,2,333010,5777711
2,1,396528,5777712
2,2,368658,5777715
2,2,335206,5777717
2,1,382242,5777718
2,1,379327,5777720
2,1,397598,5777722
2,1,386572,5777724
2,1,388079,5777726
2,1,374376,5777728
2,1,397089,5777730
9,8,-1,5782114
9,6,-1,5782121
8,2,-1,5782126
8,7,-1,5782139
8,2,398909,5782142
8,7,-1,5782155
8,6,399256,5782162
8,4,-1,5782168
9,2,-1,5782174
9,8,-1,5782189
9,7,-1,5782197
9,6,-1,5782205
8,1,-1,5782209
8,3,-1,5782219
8,2,-1,5782226
7,1,-1,5782233
7,7,-1,5782246
7,6,-1,5782252
7,5,-1,5782258
6,4,-1,5782264
6,3,-1,5782269
6,2,299312,5782274
6,1,-1,5782279
6,5,-1,5782289
6,4,-1,5782294
7,1,-1,5782297
9,8,-1,5782311
9,7,-1,5782319
9,5,-1,5782326
9,1,-1,5782331
9,9,-1,5782348
9,6,335336,5782354
9,5,-1,5782362
9,4,-1,5782370
7,2,-1,5782377
7,5,-1,5782387
6,3,-1,5782392
7,2,-1,5782397
7,6,-1,5782408
7,4,-1,5782413
7,2,398853,5782418
8,1,-1,5782424
9,1,-1,3785478
9,2,-1,3785538
9,9,743971,3785554
9,7,-1,3793529
9,6,-1,3793537
8,3,-1,3793543
8,8,-1,3793556
9,7,-1,3793563
9,5,385192,3793570
9,4,-1,3793578
9,3,-1,3793586
9,2,744576,3793594
3,2,1115538,3794795
5,5,335210,3794801
5,2,-1,3794803
7,5,397581,3794811
6,3,744486,3794816
6,2,306776,3794821
6,6,393191,3794831
7,5,-1,3794836
6,3,-1,3794841
6,2,-1,3794846
6,5,-1,3794855
6,4,-1,3794860
6,3,-1,3794865
6,1,381134,3794869
6,6,337393,3794880
5,3,-1,3794883
6,2,381459,3794887
6,6,-1,3794897
6,4,-1,3794901
7,3,399061,3794906
9,1,742765,3794911
9,7,354237,3795466
9,6,-1,3795474
9,4,368683,3795481
9,3,744694,3795489
9,2,384439,3795497
9,9,-1,3796783
9,6,-1,3796839
9,6,-1,3796848
7,2,-1,3796853
7,1,-1,3796859
8,5,275704,3796870
7,3,374712,3796876
7,1,390130,3796881
7,7,-1,3796894
7,3,-1,3796897
7,2,-1,3796903
7,7,-1,3796915
6,3,337547,3796918
6,2,-1,3796923
6,1,381839,3796928
6,3,373207,3796936
6,1,-1,3796940
6,5,-1,3796950
6,3,744170,3796954
6,2,377643,3796959
6,5,-1,3796968
6,3,1116032,3796972
6,1,-1,3796976
6,5,-1,3796986
6,3,-1,3796990
6,6,-1,3796999
6,2,-1,3797001
6,1,390107,3797006
6,4,-1,3797015
6,3,180688,3797020
6,2,379684,3797025
6,1,-1,3797030
6,6,-1,3797041
6,5,-1,3797046
5,4,337506,3797051
5,1,377624,3797053
5,4,375417,3797061
5,3,-1,3797065
5,2,365951,3797069
5,5,-1,3797077
5,4,-1,3797081
9,3,1115829,3798917
9,2,1115497,3798925
9,1,-1,3798933
9,9,-1,3798950
9,8,-1,3798958
8,3,384241,3798962
9,3,-1,3798970
9,6,744568,3799002
9,6,-1,3799011
9,5,337703,3799019
9,3,-1,3799026
9,2,-1,3799034
9,1,377599,3799042
9,9,368517,3799059
9,7,-1,3799066
9,6,-1,3799074
9,5,399063,3799082
8,8,390793,3799094
7,5,-1,3799099
7,4,-1,3799105
7,3,380063,3799111
7,2,388079,3799117
8,6,395441,3799128
9,4,397555,3799134
9,3,-1,3799142
8,2,-1,3799150
9,9,-1,3820465
9,8,-1,3820473
9,7,385713,3820481
9,4,-1,3820487
9,3,399637,3820495
8,3,-1,3820659
8,6,-1,3820670
8,4,-1,3820676
9,9,-1,3820899
9,8,-1,3820907
9,3,-1,3821021
2,2,361573,3821109
2,1,382811,3821110
2,1,385375,3821112
2,2,387544,3821115
9,8,384995,3846427
9,6,399583,3846494
6,2,396904,3849423
8,7,393029,3849434
8,6,363729,3849441
8,5,1114102,3849448
9,5,-1,3849456
8,3,297129,3849463
8,2,392865,3849470
9,9,-1,3849485
9,9,-1,3849494
8,7,-1,3849501
8,5,-1,3849507
8,3,206869,3849513
9,2,366289,3849520
9,8,-1,3849665
9,7,388572,3849673
9,4,275876,3849679
9,6,-1,3849700
9,8,1115027,3849781
9,6,-1,3849788
9,5,397599,3849796
8,3,-1,3851105
8,1,1115354,3851111
8,7,-1,3851125
8,6,1115692,3851132
8,4,-1,3851138
8,3,-1,3851145
9,3,-1,3851153
9,1,397620,3851160
9,8,-1,3851176
8,6,-1,3851183
8,5,2194024,3851190
8,4,-1,3851197
8,3,-1,3851204
9,1,-1,3851210
9,9,-1,3851227
9,8,-1,3851235
8,6,-1,3851242
8,5,-1,3851249
8,4,-1,3851256
8,2,-1,3851262
9,8,-1,3851276
9,6,1115694,3851283
9,5,-1,3851291
9,4,-1,3851299
9,3,-1,3851307
8,1,396514,3851314
8,7,-1,3851328
9,4,-1,3851333
9,3,-1,3851351
9,1,-1,3851358
8,6,-1,3851372
8,3,337745,3851377
9,9,-1,3851391
9,8,-1,3851399
9,7,-1,3851457
8,5,365729,3851464
9,6,-1,3851493
9,5,-1,3851621
9,9,302070,3851684
9,7,1114505,3851691
9,7,-1,3851700
9,6,-1,3851708
9,1,-1,3851720
7,5,-1,3851733
7,4,399451,3851739
7,2,-1,3851744
8,8,383487,3851757
8,7,-1,3851764
9,7,390951,3851772
9,5,368654,3851779
9,4,-1,3851827
9,1,-1,3851903
9,7,297115,3855358
9,6,-1,3855366
9,5,-1,3855374
9,4,744366,3855382
9,7,-1,3855394
9,6,-1,3855562
9,9,376207,3855574
9,8,-1,3855582
8,7,-1,3855690
9,3,-1,3856489
9,2,-1,3856497
9,9,367250,3856513
9,8,-1,3856521
9,4,-1,3856836
9,8,-1,3856919
9,5,-1,3856925
9,2,-1,3857031
8,1,744757,3857039
8,8,-1,3857054
9,6,-1,3857060
8,4,-1,3857067
6,1,-1,3857072
7,6,-1,3857083
7,5,335023,3857089
6,2,377767,3857093
6,1,1115985,3857098
7,2,-1,3857204
7,1,-1,3857210
8,5,743953,3857221
8,4,390134,3857228
8,1,381891,3857233
6,3,397074,3857243
6,6,-1,3857252
6,4,-1,3857256
7,4,392497,3857262
9,7,-1,3857342
2,2,398008,3858832
2,2,368672,3858834
2,1,337025,3858835
2,1,394683,3858837
9,5,1114040,3859099
6,5,270933,3864270
7,1,-1,3864272
7,7,397022,3864285
6,4,-1,3864289
6,6,-1,3864297
6,3,303706,3864300
6,1,-1,3864304
7,7,-1,3864316
7,5,390599,3864321
7,3,-1,3864326
7,2,381460,3864332
8,7,-1,3864344
8,5,-1,3864350
8,4,387712,3864357
8,3,-1,3864364
9,2,-1,3864371
9,2,-1,3864450
9,6,-1,3864493
9,4,-1,3864500
9,3,-1,3864508
9,2,-1,3864516
9,8,-1,3864551
9,5,-1,3864617
9,5,-1,3878218
9,7,299691,3899165
9,6,-1,3899173
9,5,-1,3899181
9,4,377681,3899729
9,6,-1,3899750
9,5,-1,3899758
9,4,-1,3899766
9,3,-1,3899774
9,2,-1,3899782
9,9,-1,3899798
9,8,-1,3899806
9,7,-1,3899814
9,3,-1,3899819
9,3,-1,3899868
9,2,-1,3899876
9,1,-1,3899884
9,6,-1,3899908
9,5,-1,3899916
9,2,-1,3899922
9,8,-1,3899937
9,8,-1,3900096
8,3,399583,3933649
9,1,-1,3933655
9,9,-1,3933672
9,6,-1,3933678
9,5,-1,3933686
9,4,-1,3933694
8,2,377793,3933701
8,1,-1,3933708
8,8,-1,3933723
7,5,354068,3933728
8,4,744020,3933734
8,2,383513,3933740
8,8,2156129,3933754
8,7,743298,3933761
7,5,-1,3933767
7,4,-1,3933773
7,4,-1,3933780
6,2,-1,3933785
7,2,-1,3933791
7,6,-1,3933802
7,1,-1,3933804
6,2,-1,3933812
8,3,-1,3938409
8,2,-1,3938416
8,1,-1,3938423
8,8,397592,3938438
9,7,-1,3938445
9,5,-1,3938452
9,4,743613,3938460
9,3,-1,3938468
9,9,-1,3938493
9,8,-1,3938570
8,4,368498,3938575
9,2,-1,3938581
9,2,-1,3938590
9,1,-1,3938598
9,8,392866,3938614
9,4,-1,3938619
9,3,-1,3938627
9,2,388247,3938635
9,1,-1,3938643
9,9,368709,3938660
9,5,394344,3938665
9,9,275848,3938718
9,8,399641,3938726
9,4,-1,3938731
9,1,-1,3938797
9,9,-1,3938814
9,8,209066,3938822
9,7,-1,3938830
9,2,-1,3938884
7,7,390867,3938898
6,3,-1,3938901
6,1,397091,3938905
5,5,-1,3938915
9,1,-1,3939771
9,7,-1,3939786
9,6,-1,3939794
9,3,-1,3939800
9,8,-1,3939824
9,5,-1,3939830
9,4,377429,3939838
9,3,394893,3939846
9,2,-1,3939854
9,1,1114183,3939862
8,2,390807,3939882
8,8,-1,3939896
8,7,-1,3939903
8,5,-1,3939909
8,3,-1,3939915
8,2,743455,3939922
8,1,-1,3939929
9,8,-1,3939944
8,4,363039,3939949
8,2,744144,3939955
8,1,743666,3939962
8,1,395400,3939970
9,9,397260,3939986
9,8,-1,3939994
9,2,-1,3939997
9,1,-1,3940085
9,9,-1,3940102
9,8,-1,3940110
8,1,-1,3940112
8,7,365964,3940126
7,1,302072,3940128
6,6,-1,3940140
6,4,-1,3940144
5,5,-1,3940151
5,4,-1,3940155
6,1,1116028,3940157
6,6,744198,3940168
6,3,-1,3940171
6,1,1485180,3940175
6,5,-1,3940185
6,3,-1,3940189
6,4,396331,3940196
6,3,-1,3940201
6,2,743842,3940206
6,1,-1,3940211
6,6,-1,3940222
6,3,375249,3940225
6,2,-1,3940230
6,1,396670,3940235
6,6,377754,3940246
6,4,-1,3940250
6,3,-1,3940255
7,6,-1,3940264
8,5,-1,3940270
8,3,-1,3940276
8,1,-1,3940282
9,9,-1,3940298
9,8,-1,3940306
9,7,-1,3940314
9,2,-1,3942355
8,8,-1,3942370
8,7,337027,3942377
9,5,-1,3942383
9,4,365573,3942391
9,3,337745,3942399
8,1,-1,3942406
8,7,-1,3942420
8,5,304452,3942426
8,7,-1,3942436
8,6,337757,3942443
8,5,-1,3942450
8,4,211627,3942457
8,3,-1,3942464
8,8,-1,3942477
7,5,-1,3942482
7,4,393016,3942488
8,3,-1,3942494
8,2,-1,3942501
7,7,-1,3942514
7,5,-1,3942519
7,4,-1,3942525
7,3,393161,3942531
7,2,-1,3942537
7,7,-1,3942549
7,6,-1,3942555
7,4,-1,3942560
8,3,392470,3942566
8,2,380615,3942573
8,1,366277,3942580
8,8,237810,3942595
6,5,399426,3942600
6,3,-1,3942604
6,1,381643,3942608
5,5,744539,3942618
5,4,-1,3942622
5,5,394514,3942628
5,4,377845,3942632
5,3,-1,3942636
5,2,368136,3942640
5,4,306827,3942647
5,3,-1,3942651
5,2,390482,3942655
5,2,372699,3942660
5,1,-1,3942664
5,5,-1,3942673
5,4,-1,3942677
5,3,-1,3942681
5,5,275890,3942688
4,3,390655,3942691
4,2,368700,3942694
4,2,-1,3942698
4,1,-1,3942701
4,3,399246,3942707
4,1,-1,3942709
4,1,388262,3942713
4,4,-1,3942720
4,4,-1,3942724
4,3,381530,3942727
4,3,366302,3942731
4,2,380051,3942734
4,1,-1,3942737
4,3,-1,3942743
4,4,390682,3942748
4,3,335377,3942751
4,1,-1,3942753
4,4,365574,3942760
4,1,-1,3942761
4,1,-1,3942765
4,4,386570,3942772
4,3,-1,3942775
5,3,-1,3942779
5,2,-1,3942783
5,5,337769,3942791
5,3,396514,3942794
5,2,389896,3942798
5,5,-1,3942806
5,2,386386,3942808
5,1,-1,3942812
5,5,-1,3942821
5,2,1114882,3942823
4,3,-1,3942829
4,2,395188,3942832
6,4,275705,3942838
6,2,743479,3942842
6,1,-1,3942847
6,3,-1,3942855
6,2,306829,3942860
7,1,-1,3942865
7,3,306787,3942874
7,1,368527,3942879
7,7,-1,3942892
7,6,393200,3942898
7,4,358983,3942903
7,3,-1,3942909
8,1,384047,3942914
9,9,1114806,3942930
9,7,-1,3942937
9,5,394654,3942944
9,4,386468,3942952
9,3,-1,3942960
9,7,-1,3942973
9,7,-1,3943132
9,6,-1,3943140
9,5,-1,3943148
9,4,1114181,3943156
9,3,-1,3943164
9,9,-1,3943179
9,8,-1,3943187
9,7,-1,3943195
9,9,394343,3943256
8,8,-1,3943264
7,6,-1,3943270
7,2,-1,3954082
8,8,-1,3954095
5,3,-1,3954582
5,1,-1,3954585
5,5,-1,3954594
4,1,397059,3954595
4,3,368486,3954601
4,2,362856,3954604
7,5,-1,3954611
6,2,301522,3954615
6,1,-1,3954620
7,7,-1,3954632
7,6,-1,3954638
7,5,-1,3954644
8,4,397623,3954650
8,3,365600,3954657
7,6,-1,3954668
7,5,368517,3954674
6,2,334829,3954678
6,6,397618,3954688
6,5,382036,3954693
5,1,399455,3954695
4,4,-1,3954703
4,4,399633,3954707
4,3,302071,3954710
4,1,366122,3954712
4,4,744005,3954719
4,3,380005,3954722
4,2,379094,3954725
4,4,386273,3954731
4,4,366334,3954735
3,1,152113,3954736
2,2,306748,3954740
2,2,273508,3954742
2,1,275706,3954743
2,1,306465,3954745
3,1,358813,3954747
3,2,743852,3954751
3,1,-1,3954753
3,3,2227802,3954758
2,1,385191,3954759
2,1,382189,3954761
2,2,382060,3954764
2,1,390859,3954765
2,1,379305,3954767
2,1,390470,3954769
2,1,361573,3954771
2,1,393163,3954773
2,2,366329,3954776
2,2,381878,3954778
2,1,397205,3954779
2,2,337586,3954782
2,1,337728,3954783
2,1,399231,3954785
2,2,389769,3954788
2,1,399062,3954789
2,1,392993,3954791
2,2,334984,3954794
2,1,394876,3954795
2,1,301678,3954797
7,4,-1,3954925
9,3,-1,3954961
8,5,-1,3954982
9,3,-1,3954988
9,2,375275,3954996
9,1,-1,3955004
9,4,-1,3955016
9,2,392459,3955023
8,8,386090,3955038
8,6,-1,3955044
8,5,-1,3955051
8,4,392853,3955058
8,3,-1,3955065
8,2,1115688,3955072
7,3,387699,3955081
8,7,-1,3955092
8,6,366327,3955099
7,4,-1,3955105
7,2,-1,3955110
7,6,744530,3955121
8,4,-1,3955126
8,3,399453,3955133
9,5,-1,3955183
9,5,-1,3958182
9,4,-1,3958190
9,3,-1,3958198
9,2,388636,3958206
9,1,394710,3958214
9,9,-1,3958381
8,5,-1,3958386
8,4,-1,3958393
8,3,-1,3958400
8,2,393243,3958407
8,7,385894,3958420
8,6,-1,3958427
8,5,1115846,3958434
8,4,-1,3958441
8,3,399061,3958448
9,1,-1,3958454
9,9,-1,3958471
9,7,-1,3958478
8,5,383880,3958485
9,5,-1,3958493
9,3,-1,3958500
9,9,-1,3958515
9,8,-1,3958523
9,7,-1,3958531
8,5,-1,3958538
9,3,399105,3958544
9,2,-1,3958552
9,1,-1,3958560
8,8,-1,3958576
8,7,-1,3958583
7,5,-1,3958589
7,2,385727,3958593
7,1,-1,3958599
6,5,-1,3958610
6,4,-1,3958615
4,4,-1,3958621
4,2,396908,3958623
4,3,-1,3958628
4,1,335376,3958630
4,3,365755,3958636
4,2,-1,3958639
4,4,337220,3958645
4,2,390810,3958647
4,1,1116004,3958650
4,3,323492,3958656
4,3,356785,3958660
4,1,240188,3958662
4,2,-1,3958667
4,1,-1,3958670
4,4,-1,3958677
4,3,390865,3958680
4,2,-1,3958683
4,1,1115270,3958686
4,4,-1,3958693
5,4,388107,3958697
4,2,743831,3958700
4,1,394877,3958703
4,2,391755,3958708
4,4,-1,3958714
4,3,244753,3958717
4,2,-1,3958720
4,4,-1,3958726
4,2,390482,3958728
4,1,-1,3958731
4,3,368503,3958737
4,2,361193,3958740
4,1,-1,3958743
4,1,377092,3958747
4,4,-1,3958754
2,1,275889,3958755
2,2,390848,3958758
2,2,361531,3958760
2,1,337365,3958761
2,1,388807,3958763
2,1,213629,3958765
2,2,1115859,3958768
2,1,1115649,3958769
2,1,1485183,3958771
2,2,396670,3958774
2,1,306466,3958775
2,2,393224,3958778
2,1,373102,3958779
2,2,366319,3958782
2,1,398008,3958783
3,2,744371,3958786
3,1,397540,3958788
3,2,-1,3958792
3,3,306645,3958796
3,1,388586,3958797
3,2,391018,3958801
3,1,390850,3958803
3,3,-1,3958808
3,2,337688,3958810
3,1,366306,3958812
3,3,337729,3958817
3,2,373275,3958819
3,2,334999,3958822
3,1,378781,3958824
3,1,-1,3958827
3,3,379601,3958832
3,2,375622,3958834
3,3,-1,3958838
3,1,377862,3958839
3,1,388648,3958842
3,1,390132,3958845
3,1,379848,3958848
3,2,358645,3958852
3,3,399101,3958856
3,2,1115218,3958858
3,1,368527,3958860
3,3,1115733,3958865
3,3,-1,3958868
3,1,-1,3958869
3,3,399247,3958874
3,3,361573,3958877
3,2,382190,3958879
3,1,-1,3958881
3,2,396529,3958885
3,1,388570,3958887
3,2,-1,3958891
3,3,-1,3958895
3,3,368348,3958898
3,3,388429,3958901
3,2,374387,3958903
3,2,386100,3958906
3,3,303720,3958910
3,3,333013,3958913
3,2,392991,3958915
3,1,397059,3958917
3,3,-1,3958922
