@relation 'River Round 1'

@attribute playersLeft numeric
@attribute position numeric
@attribute rank numeric
@attribute playersStreet numeric
@attribute pot numeric
@attribute chips numeric
@attribute chipsBets numeric
@attribute action string

@data
3,2,1485179,2,480,3091,240,c:40
3,1,744569,2,380,4071,180,c:40
3,1,744324,2,400,3791,180,c:40
3,1,393034,2,360,4041,160,c:40
4,2,1485182,2,360,3571,160,c:40
2,1,744673,2,120,4131,60,c:40
2,1,386642,2,200,4301,100,c:40
2,1,395217,2,240,4221,120,c:40
4,1,743677,2,320,4576,160,c:40
5,3,394698,2,650,4336,220,c:40
5,2,384276,2,210,3676,100,c:40
4,1,744221,2,420,3956,200,r:80
4,3,744755,2,330,4096,140,c:40
3,1,744353,2,280,4196,140,c:40
2,1,377826,2,320,4356,160,c:40
4,1,397272,2,420,3856,200,c:40
4,1,1485184,2,660,4566,260,r:40
6,2,395374,2,410,5246,200,c:40
4,2,744221,2,370,3986,180,c:40
3,2,744026,2,520,4036,260,c:40
3,1,743297,2,260,3666,120,c:40
2,1,392515,2,400,3596,200,c:40
2,1,393227,2,280,3086,140,c:40
3,1,744340,2,240,2296,120,c:40
2,2,744165,2,360,2466,180,c:40
2,1,744751,2,280,2206,140,c:40
2,1,2222389,2,400,2566,200,r:80
2,1,396881,2,360,2366,180,c:40
3,2,2227910,2,650,1996,320,r:80
3,2,391034,2,260,2206,120,c:40
3,1,2227877,2,840,2761,420,r:80
2,1,2157805,2,280,2971,140,c:40
2,1,744158,2,320,3141,160,c:40
2,1,2224626,2,440,3031,220,r:80
2,1,743676,2,400,3231,200,c:40
2,1,392515,2,360,3081,180,c:40
2,1,744518,2,400,2791,200,c:40
2,1,399570,2,240,2801,120,c:40
2,1,2153594,2,440,2416,220,r:80
2,1,386653,2,280,2126,140,c:40
2,2,1485182,2,520,1746,260,c:40
3,2,2189098,2,450,1226,220,c:40
3,2,399458,2,560,1536,280,c:40
3,1,2227843,2,640,1256,240,c:40
8,4,1115211,2,390,2166,180,c:40
6,6,1485184,3,1470,1986,480,r:40
5,3,744559,2,310,3436,120,c:40
6,3,1114496,2,350,3476,160,c:40
4,2,1485183,2,690,3866,320,r:80
4,1,744520,2,360,4176,120,c:40
3,1,742947,2,320,3716,140,c:40
3,1,743673,2,380,3886,160,c:40
3,1,743976,2,480,3846,200,c:40
4,1,744218,2,500,3206,200,c:40
4,1,395443,2,280,3156,140,c:40
4,1,1114509,2,380,3046,140,c:40
3,2,744352,2,370,3656,180,c:40
4,2,1116044,2,810,3576,400,r:80
4,2,397035,2,410,3976,200,c:40
4,2,390865,2,370,3736,180,c:40
2,1,396909,2,280,4423,140,c:40
2,2,388783,2,320,4343,160,c:40
4,2,1115214,2,540,4372,260,r:80
7,3,1114886,3,780,4522,240,c:0
6,2,399652,2,500,4212,180,c:40
7,3,1485184,2,840,3282,360,r:80
7,1,744728,2,400,3222,160,c:40
3,1,391045,2,340,3517,160,c:40
3,3,1485176,2,1020,3597,500,r:80
3,1,382259,2,340,3047,160,c:40
3,1,743455,2,320,3157,140,c:40
2,1,381896,2,320,3697,160,c:40
3,2,386572,2,360,3507,160,c:40
5,1,2227833,2,420,3782,200,r:80
5,3,744748,2,610,3837,220,c:40
5,2,377670,2,270,4892,100,c:40
5,1,744405,2,400,5637,180,c:40
4,3,744742,2,390,5397,180,c:40
2,1,744463,2,280,4737,140,c:40
2,2,390135,2,360,4507,180,c:40
5,1,397597,2,400,3877,200,c:40
5,1,1485182,2,1020,3527,420,r:80
4,2,366151,2,540,3617,200,c:40
4,1,744182,2,280,3707,140,c:40
4,2,1485181,2,410,3637,200,c:40
8,7,743661,2,310,4082,140,c:40
5,3,397272,2,410,4532,200,c:40
7,5,743781,2,500,4102,160,c:40
5,1,379685,2,240,4352,120,c:40
2,1,2227899,2,520,4402,260,r:80
4,1,2222611,2,480,5247,240,r:80
5,2,744313,2,450,5547,220,c:40
6,2,397247,2,370,5567,180,c:40
6,2,390473,2,510,5312,180,c:40
5,1,382234,2,380,4862,180,c:40
6,6,397245,2,370,4072,180,c:40
5,2,386276,2,350,3532,140,c:40
3,2,399639,2,420,3597,180,c:40
4,3,1485184,2,450,3177,220,r:80
2,1,386627,2,240,3007,120,c:40
2,1,1114173,2,360,2977,180,c:40
2,1,1115567,2,360,3147,180,c:40
2,1,743651,2,360,3047,180,c:40
2,1,388472,2,360,3267,180,c:40
3,1,379853,2,320,3017,160,c:40
8,2,397627,2,330,3327,140,c:40
3,2,2131961,2,330,2580,160,c:40
6,2,744127,2,220,3000,100,c:40
2,1,744150,2,360,3040,180,c:40
2,1,744183,2,280,2840,140,c:40
2,1,375671,2,240,2920,120,c:40
2,1,390824,2,360,3720,180,c:40
3,2,744556,2,360,3535,160,c:40
3,2,390851,2,410,3795,200,c:40
3,2,744143,2,450,3405,220,c:40
3,1,379810,2,680,3655,340,c:40
3,3,744520,2,540,7683,260,r:80
6,3,379333,2,480,8053,160,c:40
6,4,743127,2,590,4893,220,c:40
6,3,382079,2,370,4673,120,c:40
3,1,744572,2,280,5003,140,c:40
3,2,744470,2,330,4953,160,c:40
3,2,386638,2,330,4783,160,c:40
3,1,744483,2,280,5043,140,c:40
5,2,397075,2,440,5401,180,c:40
8,1,744699,2,400,5221,160,r:80
8,5,744661,3,810,5591,260,c:0
8,8,1115551,3,790,2020,260,c:0
3,3,2220220,2,370,2885,180,c:40
3,1,388472,2,280,1885,140,c:40
4,3,386206,2,330,3595,140,c:40
5,2,1485180,3,480,2446,160,c:0
5,2,744404,2,490,2479,200,c:40
5,3,2227829,2,450,3319,180,r:80
5,2,742935,2,330,3589,160,c:40
5,1,744288,2,600,3429,300,c:40
6,2,744223,2,330,3599,160,c:40
5,2,368711,2,520,3549,200,c:40
6,1,744287,3,760,3349,220,c:0
5,2,1485182,2,650,3349,240,r:80
8,1,744476,2,360,3739,140,c:40
3,2,388669,2,360,4947,160,c:40
3,2,384444,2,290,6920,140,c:40
4,1,397273,2,580,6635,280,r:80
6,2,1485184,2,730,6135,300,r:80
5,2,388471,2,290,3454,140,c:40
5,4,744128,2,310,4054,140,c:40
7,2,1485181,2,420,3964,140,r:40
7,1,743651,2,420,4244,160,c:40
5,1,379826,2,300,4254,100,c:40
5,5,2131976,2,820,4154,340,r:80
5,3,1114314,2,970,4474,320,r:80
4,1,743287,2,420,4974,200,c:40
4,2,397625,2,290,5244,140,c:40
6,2,744570,2,570,5814,200,c:40
5,1,382234,2,220,5624,100,c:40
5,2,744040,2,510,6394,180,c:40
5,2,1115720,2,490,5964,240,r:80
5,1,377685,2,540,6334,220,r:80
5,4,744752,2,530,6074,200,c:40
4,2,743833,2,510,6054,180,c:40
6,4,744688,2,650,5241,220,c:40
4,3,743968,2,500,6921,240,c:40
4,2,395414,2,450,7181,220,c:40
5,1,743663,2,400,7411,140,c:40
2,1,1485178,2,320,8651,160,c:40
2,1,368137,2,320,8761,160,c:40
2,1,393190,2,240,8581,120,c:40
6,1,396360,2,360,2051,160,c:40
6,2,744389,3,600,2561,200,c:40
5,3,399472,2,350,2311,120,c:40
9,1,391020,2,320,4816,100,c:40
5,5,399654,2,510,5694,200,c:40
5,1,744298,2,260,5954,100,c:40
6,6,1116046,2,400,6114,180,c:40
7,7,2191774,2,490,5679,220,c:40
6,4,744320,2,430,6249,180,c:40
4,2,742767,2,340,22948,160,c:40
4,2,744014,2,170,22238,80,c:40
4,2,1485177,2,450,22028,220,r:80
4,2,386276,2,290,21933,140,c:40
2,1,1485184,2,840,22728,420,r:80
2,1,744507,2,480,22468,240,r:80
2,1,744742,2,400,22488,200,r:80
2,1,397247,2,360,22798,180,c:40
5,4,1485176,2,450,22358,200,c:40
4,1,1485179,2,520,22208,260,c:40
4,1,1485181,2,700,22228,340,r:80
4,2,744353,2,340,21828,140,c:40
4,2,1485180,2,690,21768,340,r:80
4,1,377669,2,480,21773,180,c:40
4,4,1485184,2,830,21333,400,r:80
5,3,744651,2,680,21398,300,c:40
5,5,1114311,2,420,21748,180,c:40
5,3,2193856,3,680,21328,220,c:0
5,1,744488,2,420,21268,180,c:40
4,2,1114707,2,550,21538,220,c:40
4,1,1114383,2,400,21678,180,r:80
3,1,744741,3,600,22053,200,c:40
3,1,744323,2,400,22373,160,c:40
3,3,744752,2,580,22613,220,c:40
3,1,397585,2,380,22073,180,c:40
3,2,395360,2,480,21723,200,c:40
4,2,744753,2,560,21703,200,c:40
5,4,2224898,2,540,21138,220,c:40
7,2,2193689,2,330,21588,160,c:40
9,1,744392,2,580,21588,200,r:80
7,3,743287,4,740,22028,140,c:0
7,4,2193506,2,480,21278,180,c:40
3,1,392852,2,420,21578,200,c:40
6,1,2227816,3,380,14546,100,c:0
9,3,1114042,3,690,14686,200,c:0
8,2,743827,2,690,14691,220,c:40
7,4,2222415,2,510,14296,200,c:40
7,3,743489,2,410,14976,160,c:40
4,2,388638,2,370,9724,180,c:40
5,1,1115733,2,440,12554,200,c:40
2,1,2599082,2,1160,11545,580,r:80
2,1,1485182,2,280,12495,140,c:40
2,1,397191,2,160,12205,80,c:40
2,1,744742,2,280,12385,140,c:40
3,1,373473,2,120,11925,60,c:40
4,2,743974,2,410,11875,200,c:40
3,2,391032,2,540,12015,240,c:40
3,1,395440,2,340,12315,160,c:40
2,2,386641,0,40,12175,20,Q:0
3,1,397599,2,320,4602,140,c:40
7,3,2219685,2,540,5257,240,r:80
4,3,1485179,2,530,4657,260,r:80
4,1,376939,2,440,4377,220,c:40
6,1,388836,2,380,4237,140,c:40
7,1,2070459,2,700,3897,300,r:80
7,1,2153411,2,1080,4217,360,c:40
7,2,744023,3,1070,3677,320,c:0
5,1,399653,3,620,1727,200,c:0
6,1,1115228,2,500,2480,180,c:40
3,1,744624,2,360,4528,180,c:40
8,7,744375,3,540,5369,180,c:40
9,1,744689,2,360,5244,140,c:40
6,1,388445,3,1040,5489,320,c:40
6,2,742944,2,410,23652,180,c:40
5,2,397090,2,290,19055,140,c:40
7,1,743651,2,300,51228,140,c:40
3,2,382229,2,400,1995,160,c:40
3,2,397246,2,320,1985,160,c:40
3,1,393205,2,360,1825,160,c:40
4,2,393019,2,560,2583,240,c:40
5,1,744167,2,420,2353,200,c:40
5,3,399232,2,400,2653,160,c:40
4,2,2225122,2,850,2503,420,r:80
7,2,395442,2,350,3113,140,c:40
7,2,2187081,2,490,2873,220,r:80
6,5,391021,2,330,2743,140,c:40
4,2,744457,2,400,2138,200,c:40
3,1,743963,2,280,2468,140,c:40
3,1,1114042,2,440,2168,220,r:80
4,1,397598,2,320,3008,160,c:40
3,2,390486,2,320,3128,140,c:40
3,1,368489,2,360,2988,180,r:80
6,2,2227857,2,400,2763,180,c:40
6,2,398923,2,300,2533,120,c:40
6,1,744154,2,1100,2713,300,c:40
6,2,1116026,2,440,4003,220,c:40
6,1,2218035,2,640,3783,280,r:80
6,2,393203,2,640,3423,260,c:40
6,1,393242,2,280,3063,100,c:40
6,1,379685,2,300,3203,140,c:40
5,5,1485178,2,1180,3023,420,c:40
5,4,381713,2,370,3183,160,c:40
5,2,1485178,2,410,4133,200,c:40
5,1,1485182,2,420,3933,200,c:40
5,2,743833,2,530,4274,260,c:40
6,1,744687,2,300,4074,140,c:40
8,2,395399,2,330,2520,120,c:40
8,3,744506,3,590,2510,180,c:0
7,5,375108,2,440,2140,140,c:40
7,1,1115719,2,400,1920,180,r:80
6,4,2217124,2,690,2130,240,c:40
3,3,1115904,2,450,2160,220,c:40
3,1,2132354,2,240,2335,100,c:40
3,1,392515,2,460,2125,180,c:40
5,1,1485180,2,620,1715,260,c:40
5,1,2227837,2,680,1865,280,r:80
5,2,2227871,2,640,1955,200,r:40
3,2,744520,2,560,2515,260,c:40
3,2,2220221,2,450,2805,220,r:80
8,1,399469,2,300,3325,140,c:40
7,7,743466,3,740,2695,220,c:40
3,2,394878,2,480,2610,200,c:40
4,1,744493,2,400,3330,140,c:40
4,2,386442,2,310,2940,140,c:40
3,1,2227873,2,160,2790,80,c:40
5,2,399288,3,630,2950,200,c:0
5,4,2227849,2,820,2506,300,r:80
4,1,742767,2,400,2606,160,c:40
4,4,1485183,2,520,2646,200,c:40
3,1,744180,2,320,2686,160,c:40
4,3,743832,2,310,2706,140,c:40
4,2,744480,3,780,2566,240,c:0
9,3,744727,2,310,1886,140,c:40
9,2,744546,2,370,1746,180,c:40
6,3,743856,2,430,1766,200,c:40
6,4,2227808,2,560,1556,240,c:40
5,2,391016,2,450,1736,220,c:40
6,6,2222419,2,610,2336,300,r:80
6,3,1485177,2,390,2596,180,c:40
8,1,397613,2,160,5091,60,c:40
7,2,1485181,3,640,4951,180,c:0
5,1,399613,2,520,6021,180,c:40
3,1,744572,2,300,6211,140,c:40
4,3,1115059,2,330,6981,140,c:40
3,1,393022,2,400,7571,160,c:40
3,1,743481,2,340,7941,160,c:40
6,2,388302,2,210,8116,100,c:40
6,2,743625,2,290,7866,140,c:40
9,4,388654,2,410,7866,140,c:40
8,2,743298,2,320,8136,140,c:40
3,2,391033,2,280,7946,120,c:40
3,1,744517,2,420,7796,180,r:80
5,1,2227809,3,780,8381,260,c:40
6,2,384445,2,410,1960,160,c:40
7,4,1114370,2,600,1600,180,c:40
6,1,2193985,2,180,3210,60,c:40
6,1,392867,2,400,3210,160,c:40
6,5,2129962,2,500,3220,220,r:80
6,3,743650,2,350,3020,160,c:40
6,2,1485176,2,440,2870,160,r:80
3,1,744373,2,400,3560,180,c:40
4,1,382077,2,320,3720,160,c:40
5,2,743948,2,400,4630,180,c:40
5,2,743105,2,520,4230,200,c:40
4,2,2227880,2,450,3520,160,c:40
5,1,386092,2,520,3680,160,c:40
2,2,743650,2,320,3080,160,c:40
2,1,1485179,2,440,3100,220,r:80
4,3,743461,2,350,3180,140,c:40
8,1,2189294,2,340,3630,140,c:40
8,6,1485177,2,750,3620,220,c:40
8,2,386455,3,730,4830,180,c:0
8,3,1485178,2,630,4250,220,r:80
5,3,744352,2,650,4965,240,c:40
5,2,744327,2,460,5615,160,c:40
5,1,388839,2,360,5455,160,c:40
4,2,743806,3,840,5255,280,c:0
4,1,1485176,2,1040,5095,440,r:80
5,4,399639,2,430,3685,180,c:40
8,2,2182336,2,220,2149,100,c:40
6,6,399653,2,390,2009,180,c:40
4,1,744742,2,560,1689,260,r:80
3,1,744034,2,380,1749,180,c:40
8,3,744535,2,330,2069,160,c:40
2,1,381896,2,280,2899,140,c:40
5,1,397627,2,420,3824,200,c:40
4,4,2227833,2,540,3564,260,r:80
4,2,744542,2,280,3844,120,c:40
4,2,2227920,2,210,3714,100,c:40
4,2,393035,2,330,3124,160,c:40
4,1,2227873,2,440,3294,180,c:40
4,2,393231,2,230,2944,100,c:40
2,2,397261,2,280,2944,140,c:40
2,1,2227848,2,280,2564,140,c:40
2,1,744376,2,360,2824,180,c:40
3,1,743651,2,420,2474,200,c:40
6,4,395205,2,420,2279,180,c:40
5,1,744755,2,360,3424,160,c:40
8,4,399472,2,560,2574,160,c:40
6,2,744379,2,430,2109,180,c:40
6,1,744287,2,360,1929,180,c:40
3,1,743102,2,260,1499,120,c:40
4,3,2189280,2,470,1839,220,c:40
4,1,744015,2,500,1729,220,c:40
3,2,390135,2,380,1959,180,c:40
3,2,399597,2,250,2339,120,c:40
3,2,744753,2,330,3079,160,c:40
2,1,2224911,2,440,3529,220,r:80
