agent,trial,episode,cumulativeReward,averageReward,cumulativeSteps,numSteps
SARSA,1,36,-929.8000000000156,0.059374999999999956,11185.0,32.0
SARSA,1,37,-927.9000000000157,0.059374999999999956,11217.0,32.0
SARSA,1,38,-926.4000000000157,0.041666666666666616,11253.0,36.0
SARSA,1,39,-924.3000000000156,0.06999999999999997,11283.0,30.0
SARSA,1,40,-922.4000000000157,0.059374999999999956,11315.0,32.0
SARSA,1,41,-920.3000000000156,0.06999999999999997,11345.0,30.0
SARSA,1,42,-918.4000000000157,0.059374999999999956,11377.0,32.0
SARSA,1,43,-916.5000000000157,0.059374999999999956,11409.0,32.0
SARSA,1,44,-914.2000000000157,0.0821428571428571,11437.0,28.0
SARSA,1,45,-912.8000000000158,0.037837837837837784,11474.0,37.0
SARSA,1,46,-911.0000000000158,0.0545454545454545,11507.0,33.0
SARSA,1,47,-908.9000000000158,0.06999999999999997,11537.0,30.0
SARSA,1,48,-906.8000000000158,0.06999999999999997,11567.0,30.0
SARSA,1,49,-904.6000000000157,0.0758620689655172,11596.0,29.0
SARSA,1,50,-902.9000000000157,0.049999999999999954,11630.0,34.0
SARSA,1,51,-901.2000000000156,0.049999999999999954,11664.0,34.0
SARSA,1,52,-899.1000000000156,0.06999999999999997,11694.0,30.0
SARSA,1,53,-897.8000000000156,0.03421052631578942,11732.0,38.0
SARSA,1,54,-895.5000000000157,0.0821428571428571,11760.0,28.0
SARSA,1,55,-893.4000000000157,0.06999999999999997,11790.0,30.0
SARSA,1,56,-891.5000000000157,0.059374999999999956,11822.0,32.0
SARSA,1,57,-889.4000000000157,0.06999999999999997,11852.0,30.0
SARSA,1,58,-887.5000000000157,0.059374999999999956,11884.0,32.0
SARSA,1,59,-886.2000000000157,0.03421052631578942,11922.0,38.0
SARSA,1,60,-884.1000000000157,0.06999999999999997,11952.0,30.0
SARSA,1,61,-882.2000000000157,0.059374999999999956,11984.0,32.0
SARSA,1,62,-881.6000000000157,0.013333333333333326,12029.0,45.0
SARSA,1,63,-880.1000000000157,0.041666666666666616,12065.0,36.0
SARSA,1,64,-877.8000000000158,0.0821428571428571,12093.0,28.0
SARSA,1,65,-875.3000000000158,0.09615384615384612,12119.0,26.0
SARSA,1,66,-877.0000000000158,-0.024999999999999883,12187.0,68.0
SARSA,1,67,-874.3000000000158,0.11249999999999998,12211.0,24.0
SARSA,1,68,-873.5000000000158,0.018604651162790673,12254.0,43.0
SARSA,1,69,-871.2000000000158,0.0821428571428571,12282.0,28.0
SARSA,1,70,-869.1000000000158,0.06999999999999997,12312.0,30.0
SARSA,1,71,-867.0000000000158,0.06999999999999997,12342.0,30.0
SARSA,1,72,-864.7000000000158,0.0821428571428571,12370.0,28.0
SARSA,1,73,-862.2000000000158,0.09615384615384612,12396.0,26.0
SARSA,1,74,-861.7000000000158,0.010869565217391304,12442.0,46.0
SARSA,1,75,-859.2000000000158,0.09615384615384612,12468.0,26.0
SARSA,1,76,-857.7000000000158,0.041666666666666616,12504.0,36.0
SARSA,1,77,-855.7000000000158,0.06451612903225802,12535.0,31.0
SARSA,1,78,-853.8000000000159,0.059374999999999956,12567.0,32.0
SARSA,1,79,-851.8000000000159,0.06451612903225802,12598.0,31.0
SARSA,1,80,-849.9000000000159,0.059374999999999956,12630.0,32.0
SARSA,1,81,-847.7000000000158,0.0758620689655172,12659.0,29.0
SARSA,1,82,-845.5000000000158,0.0758620689655172,12688.0,29.0
SARSA,1,83,-843.4000000000158,0.06999999999999997,12718.0,30.0
SARSA,1,84,-841.3000000000158,0.06999999999999997,12748.0,30.0
SARSA,1,85,-841.1000000000157,0.0040816326530612465,12797.0,49.0
SARSA,1,86,-839.0000000000157,0.06999999999999997,12827.0,30.0
SARSA,1,87,-840.6000000000157,-0.023880597014925262,12894.0,67.0
SARSA,1,88,-839.4000000000157,0.030769230769230715,12933.0,39.0
SARSA,1,89,-837.1000000000157,0.0821428571428571,12961.0,28.0
SARSA,1,90,-835.0000000000157,0.06999999999999997,12991.0,30.0
SARSA,1,91,-833.1000000000157,0.059374999999999956,13023.0,32.0
SARSA,1,92,-830.8000000000158,0.0821428571428571,13051.0,28.0
SARSA,1,93,-828.7000000000157,0.06999999999999997,13081.0,30.0
SARSA,1,94,-827.5000000000157,0.030769230769230715,13120.0,39.0
SARSA,1,95,-825.7000000000157,0.0545454545454545,13153.0,33.0
SARSA,1,96,-823.5000000000157,0.0758620689655172,13182.0,29.0
SARSA,1,97,-823.8000000000156,-0.005555555555555503,13236.0,54.0
SARSA,1,98,-822.0000000000157,0.0545454545454545,13269.0,33.0
SARSA,1,99,-820.5000000000157,0.041666666666666616,13305.0,36.0
SARSA,2,0,-216.3999999999917,-0.09769751693001882,2215.0,2215.0
SARSA,2,1,-450.3999999999824,-0.09786700125470126,4606.0,2391.0
SARSA,2,2,-614.1999999999771,-0.09698046181171978,6295.0,1689.0
SARSA,2,3,-676.1999999999775,-0.0923994038748144,6966.0,671.0
SARSA,2,4,-725.899999999978,-0.09069343065693523,7514.0,548.0
SARSA,2,5,-734.299999999978,-0.06222222222222199,7649.0,135.0
SARSA,2,6,-733.399999999978,0.021428571428571394,7691.0,42.0
SARSA,2,7,-730.899999999978,0.09615384615384612,7717.0,26.0
SARSA,2,8,-729.199999999978,0.049999999999999954,7751.0,34.0
SARSA,2,9,-726.699999999978,0.09615384615384612,7777.0,26.0
SARSA,2,10,-723.799999999978,0.1318181818181818,7799.0,22.0
SARSA,2,11,-721.099999999978,0.11249999999999998,7823.0,24.0
SARSA,2,12,-718.499999999978,0.10399999999999997,7848.0,25.0
SARSA,2,13,-715.7999999999779,0.11249999999999998,7872.0,24.0
SARSA,2,14,-713.3999999999779,0.08888888888888885,7899.0,27.0
SARSA,2,15,-711.2999999999779,0.06999999999999997,7929.0,30.0
SARSA,2,16,-708.999999999978,0.0821428571428571,7957.0,28.0
SARSA,2,17,-706.599999999978,0.08888888888888885,7984.0,27.0
SARSA,2,18,-705.099999999978,0.041666666666666616,8020.0,36.0
SARSA,2,19,-703.8999999999779,0.030769230769230715,8059.0,39.0
SARSA,2,20,-701.3999999999779,0.09615384615384612,8085.0,26.0
SARSA,2,21,-699.599999999978,0.0545454545454545,8118.0,33.0
SARSA,2,22,-696.8999999999779,0.11249999999999998,8142.0,24.0
SARSA,2,23,-695.7999999999779,0.027499999999999948,8182.0,40.0
SARSA,2,24,-693.0999999999779,0.11249999999999998,8206.0,24.0
SARSA,2,25,-690.7999999999779,0.0821428571428571,8234.0,28.0
SARSA,2,26,-688.3999999999779,0.08888888888888885,8261.0,27.0
SARSA,2,27,-686.2999999999779,0.06999999999999997,8291.0,30.0
SARSA,2,28,-683.7999999999779,0.09615384615384612,8317.0,26.0
SARSA,2,29,-681.2999999999779,0.09615384615384612,8343.0,26.0
SARSA,2,30,-686.7999999999779,-0.05188679245282999,8449.0,106.0
SARSA,2,31,-684.499999999978,0.0821428571428571,8477.0,28.0
SARSA,2,32,-682.099999999978,0.08888888888888885,8504.0,27.0
SARSA,2,33,-679.599999999978,0.09615384615384612,8530.0,26.0
SARSA,2,34,-677.099999999978,0.09615384615384612,8556.0,26.0
SARSA,2,35,-675.199999999978,0.059374999999999956,8588.0,32.0
SARSA,2,36,-672.699999999978,0.09615384615384612,8614.0,26.0
SARSA,2,37,-670.599999999978,0.06999999999999997,8644.0,30.0
SARSA,2,38,-667.8999999999779,0.11249999999999998,8668.0,24.0
SARSA,2,39,-665.599999999978,0.0821428571428571,8696.0,28.0
SARSA,2,40,-663.299999999978,0.0821428571428571,8724.0,28.0
SARSA,2,41,-660.599999999978,0.11249999999999998,8748.0,24.0
SARSA,2,42,-657.8999999999779,0.11249999999999998,8772.0,24.0
SARSA,2,43,-655.3999999999779,0.09615384615384612,8798.0,26.0
SARSA,2,44,-653.7999999999779,0.045714285714285666,8833.0,35.0
SARSA,2,45,-651.2999999999779,0.09615384615384612,8859.0,26.0
SARSA,2,46,-648.6999999999779,0.10399999999999997,8884.0,25.0
SARSA,2,47,-645.9999999999778,0.11249999999999998,8908.0,24.0
SARSA,2,48,-643.2999999999778,0.11249999999999998,8932.0,24.0
SARSA,2,49,-641.4999999999778,0.0545454545454545,8965.0,33.0
SARSA,2,50,-638.7999999999778,0.11249999999999998,8989.0,24.0
SARSA,2,51,-636.2999999999778,0.09615384615384612,9015.0,26.0
SARSA,2,52,-634.0999999999777,0.0758620689655172,9044.0,29.0
SARSA,2,53,-631.6999999999778,0.08888888888888885,9071.0,27.0
SARSA,2,54,-628.9999999999777,0.11249999999999998,9095.0,24.0
SARSA,2,55,-628.7999999999777,0.0040816326530612465,9144.0,49.0
SARSA,2,56,-626.6999999999776,0.06999999999999997,9174.0,30.0
SARSA,2,57,-624.3999999999777,0.0821428571428571,9202.0,28.0
SARSA,2,58,-621.9999999999777,0.08888888888888885,9229.0,27.0
SARSA,2,59,-619.6999999999778,0.0821428571428571,9257.0,28.0
SARSA,2,60,-617.6999999999778,0.06451612903225802,9288.0,31.0
SARSA,2,61,-615.4999999999777,0.0758620689655172,9317.0,29.0
SARSA,2,62,-612.9999999999777,0.09615384615384612,9343.0,26.0
SARSA,2,63,-611.7999999999777,0.030769230769230715,9382.0,39.0
SARSA,2,64,-609.2999999999777,0.09615384615384612,9408.0,26.0
SARSA,2,65,-606.7999999999777,0.09615384615384612,9434.0,26.0
SARSA,2,66,-604.2999999999777,0.09615384615384612,9460.0,26.0
SARSA,2,67,-601.9999999999777,0.0821428571428571,9488.0,28.0
SARSA,2,68,-599.2999999999777,0.11249999999999998,9512.0,24.0
SARSA,2,69,-596.9999999999777,0.0821428571428571,9540.0,28.0
SARSA,2,70,-594.8999999999777,0.06999999999999997,9570.0,30.0
SARSA,2,71,-592.3999999999777,0.09615384615384612,9596.0,26.0
SARSA,2,72,-589.4999999999777,0.1318181818181818,9618.0,22.0
SARSA,2,73,-586.7999999999777,0.11249999999999998,9642.0,24.0
SARSA,2,74,-584.2999999999777,0.09615384615384612,9668.0,26.0
SARSA,2,75,-581.9999999999777,0.0821428571428571,9696.0,28.0
SARSA,2,76,-579.4999999999777,0.09615384615384612,9722.0,26.0
SARSA,2,77,-576.7999999999777,0.11249999999999998,9746.0,24.0
SARSA,2,78,-574.2999999999777,0.09615384615384612,9772.0,26.0
SARSA,2,79,-572.2999999999777,0.06451612903225802,9803.0,31.0
SARSA,2,80,-570.7999999999777,0.041666666666666616,9839.0,36.0
SARSA,2,81,-568.2999999999777,0.09615384615384612,9865.0,26.0
SARSA,2,82,-565.5999999999776,0.11249999999999998,9889.0,24.0
SARSA,2,83,-562.8999999999776,0.11249999999999998,9913.0,24.0
SARSA,2,84,-561.0999999999776,0.0545454545454545,9946.0,33.0
SARSA,2,85,-558.3999999999776,0.11249999999999998,9970.0,24.0
SARSA,2,86,-555.8999999999776,0.09615384615384612,9996.0,26.0
SARSA,2,87,-554.0999999999776,0.0545454545454545,10029.0,33.0
SARSA,2,88,-551.9999999999776,0.06999999999999997,10059.0,30.0
SARSA,2,89,-549.2999999999776,0.11249999999999998,10083.0,24.0
SARSA,2,90,-546.9999999999776,0.0821428571428571,10111.0,28.0
SARSA,2,91,-544.4999999999776,0.09615384615384612,10137.0,26.0
SARSA,2,92,-542.5999999999776,0.059374999999999956,10169.0,32.0
SARSA,2,93,-540.3999999999776,0.0758620689655172,10198.0,29.0
SARSA,2,94,-538.0999999999776,0.0821428571428571,10226.0,28.0
SARSA,2,95,-535.3999999999776,0.11249999999999998,10250.0,24.0
SARSA,2,96,-532.8999999999776,0.09615384615384612,10276.0,26.0
SARSA,2,97,-530.2999999999776,0.10399999999999997,10301.0,25.0
SARSA,2,98,-527.7999999999776,0.09615384615384612,10327.0,26.0
SARSA,2,99,-525.1999999999775,0.10399999999999997,10352.0,25.0
SARSA,3,0,-95.99999999999854,-0.09495548961424187,1011.0,1011.0
SARSA,3,1,-184.4999999999975,-0.09455128205128094,1947.0,936.0
SARSA,3,2,-294.8999999999952,-0.0955844155844136,3102.0,1155.0
SARSA,3,3,-335.5999999999956,-0.08886462882096152,3560.0,458.0
SARSA,3,4,-343.39999999999554,-0.06046511627906954,3689.0,129.0
SARSA,3,5,-348.89999999999554,-0.05188679245282999,3795.0,106.0
SARSA,3,6,-360.3999999999955,-0.06927710843373473,3961.0,166.0
SARSA,3,7,-359.0999999999955,0.03421052631578942,3999.0,38.0
SARSA,3,8,-356.79999999999546,0.0821428571428571,4027.0,28.0
SARSA,3,9,-354.8999999999955,0.059374999999999956,4059.0,32.0
SARSA,3,10,-352.1999999999955,0.11249999999999998,4083.0,24.0
SARSA,3,11,-352.4999999999955,-0.005555555555555503,4137.0,54.0
SARSA,3,12,-349.7999999999955,0.11249999999999998,4161.0,24.0
SARSA,3,13,-347.09999999999553,0.11249999999999998,4185.0,24.0
SARSA,3,14,-351.7999999999955,-0.0479591836734692,4283.0,98.0
SARSA,3,15,-349.2999999999955,0.09615384615384612,4309.0,26.0
SARSA,3,16,-347.1999999999955,0.06999999999999997,4339.0,30.0
SARSA,3,17,-363.1999999999955,-0.07582938388625605,4550.0,211.0
SARSA,3,18,-360.4999999999955,0.11249999999999998,4574.0,24.0
SARSA,3,19,-358.09999999999553,0.08888888888888885,4601.0,27.0
SARSA,3,20,-356.7999999999955,0.03421052631578942,4639.0,38.0
SARSA,3,21,-354.2999999999955,0.09615384615384612,4665.0,26.0
SARSA,3,22,-352.59999999999553,0.049999999999999954,4699.0,34.0
SARSA,3,23,-349.9999999999955,0.10399999999999997,4724.0,25.0
SARSA,3,24,-347.59999999999553,0.08888888888888885,4751.0,27.0
SARSA,3,25,-345.59999999999553,0.06451612903225802,4782.0,31.0
SARSA,3,26,-342.89999999999554,0.11249999999999998,4806.0,24.0
SARSA,3,27,-345.2999999999955,-0.03199999999999986,4881.0,75.0
SARSA,3,28,-342.9999999999955,0.0821428571428571,4909.0,28.0
SARSA,3,29,-340.6999999999955,0.0821428571428571,4937.0,28.0
SARSA,3,30,-338.3999999999955,0.0821428571428571,4965.0,28.0
SARSA,3,31,-339.29999999999546,-0.014999999999999918,5025.0,60.0
SARSA,3,32,-337.0999999999955,0.0758620689655172,5054.0,29.0
SARSA,3,33,-334.5999999999955,0.09615384615384612,5080.0,26.0
SARSA,3,34,-331.8999999999955,0.11249999999999998,5104.0,24.0
SARSA,3,35,-329.79999999999546,0.06999999999999997,5134.0,30.0
SARSA,3,36,-327.29999999999546,0.09615384615384612,5160.0,26.0
SARSA,3,37,-325.69999999999544,0.045714285714285666,5195.0,35.0
SARSA,3,38,-323.19999999999544,0.09615384615384612,5221.0,26.0
SARSA,3,39,-320.89999999999543,0.0821428571428571,5249.0,28.0
SARSA,3,40,-319.0999999999954,0.0545454545454545,5282.0,33.0
SARSA,3,41,-317.0999999999954,0.06451612903225802,5313.0,31.0
SARSA,3,42,-314.89999999999543,0.0758620689655172,5342.0,29.0
SARSA,3,43,-314.99999999999545,-0.001923076923076882,5394.0,52.0
SARSA,3,44,-312.69999999999544,0.0821428571428571,5422.0,28.0
SARSA,3,45,-310.29999999999546,0.08888888888888885,5449.0,27.0
SARSA,3,46,-307.5999999999955,0.11249999999999998,5473.0,24.0
SARSA,3,47,-305.0999999999955,0.09615384615384612,5499.0,26.0
SARSA,3,48,-302.5999999999955,0.09615384615384612,5525.0,26.0
SARSA,3,49,-299.99999999999545,0.10399999999999997,5550.0,25.0
SARSA,3,50,-300.0999999999955,-0.001923076923076882,5602.0,52.0
SARSA,3,51,-297.5999999999955,0.09615384615384612,5628.0,26.0
SARSA,3,52,-295.0999999999955,0.09615384615384612,5654.0,26.0
SARSA,3,53,-293.1999999999955,0.059374999999999956,5686.0,32.0
SARSA,3,54,-290.8999999999955,0.0821428571428571,5714.0,28.0
SARSA,3,55,-288.3999999999955,0.09615384615384612,5740.0,26.0
SARSA,3,56,-286.0999999999955,0.0821428571428571,5768.0,28.0
SARSA,3,57,-283.99999999999545,0.06999999999999997,5798.0,30.0
SARSA,3,58,-281.49999999999545,0.09615384615384612,5824.0,26.0
SARSA,3,59,-279.49999999999545,0.06451612903225802,5855.0,31.0
SARSA,3,60,-276.79999999999546,0.11249999999999998,5879.0,24.0
SARSA,3,61,-274.3999999999955,0.08888888888888885,5906.0,27.0
SARSA,3,62,-272.6999999999955,0.049999999999999954,5940.0,34.0
SARSA,3,63,-270.3999999999955,0.0821428571428571,5968.0,28.0
SARSA,3,64,-267.79999999999546,0.10399999999999997,5993.0,25.0
SARSA,3,65,-265.69999999999544,0.06999999999999997,6023.0,30.0
SARSA,3,66,-263.19999999999544,0.09615384615384612,6049.0,26.0
SARSA,3,67,-260.69999999999544,0.09615384615384612,6075.0,26.0
SARSA,3,68,-258.29999999999546,0.08888888888888885,6102.0,27.0
SARSA,3,69,-255.99999999999545,0.0821428571428571,6130.0,28.0
SARSA,3,70,-254.09999999999545,0.059374999999999956,6162.0,32.0
SARSA,3,71,-252.69999999999544,0.037837837837837784,6199.0,37.0
SARSA,3,72,-250.09999999999545,0.10399999999999997,6224.0,25.0
SARSA,3,73,-247.59999999999545,0.09615384615384612,6250.0,26.0
SARSA,3,74,-244.89999999999546,0.11249999999999998,6274.0,24.0
SARSA,3,75,-242.99999999999545,0.059374999999999956,6306.0,32.0
SARSA,3,76,-240.89999999999546,0.06999999999999997,6336.0,30.0
SARSA,3,77,-238.29999999999546,0.10399999999999997,6361.0,25.0
SARSA,3,78,-236.19999999999547,0.06999999999999997,6391.0,30.0
SARSA,3,79,-234.69999999999547,0.041666666666666616,6427.0,36.0
SARSA,3,80,-232.39999999999546,0.0821428571428571,6455.0,28.0
SARSA,3,81,-229.69999999999547,0.11249999999999998,6479.0,24.0
SARSA,3,82,-227.79999999999546,0.059374999999999956,6511.0,32.0
SARSA,3,83,-225.79999999999546,0.06451612903225802,6542.0,31.0
SARSA,3,84,-223.89999999999546,0.059374999999999956,6574.0,32.0
