@relation 'riverRank Instances list'

@attribute playersLeft numeric
@attribute position numeric
@attribute riverRank numeric
@attribute id numeric

@data
7,2,-1,1894387
6,6,-1,1894398
5,4,-1,1894402
5,2,-1,1894405
6,4,-1,1894412
6,1,1114648,1894415
6,2,397205,1894422
7,7,1115396,1894433
7,5,-1,1894438
7,3,388472,1894443
7,2,-1,1894449
7,1,377810,1894455
6,6,-1,1894467
6,5,-1,1894472
7,5,-1,1894478
5,5,743844,1894485
2,2,2160914,1894487
2,1,1485177,1894488
2,1,368656,1894490
2,2,384458,1894493
2,2,743780,1894495
2,1,743464,1894496
2,1,744462,1894498
2,1,2127593,1894797
2,1,392852,1894799
4,2,391036,1894802
5,5,-1,1894809
5,4,-1,1894813
5,4,-1,1894818
5,1,744568,1894820
5,4,-1,1894828
5,1,-1,1894830
6,6,-1,1894840
6,5,-1,1894845
6,4,-1,1894850
6,3,-1,1894855
6,2,-1,1894860
6,5,-1,1894869
5,1,366332,1894871
5,3,-1,1894878
5,2,743117,1894882
5,5,-1,1894890
6,2,-1,1894892
6,5,-1,1894901
7,4,-1,1894906
2,1,275876,1894974
5,3,-1,1894978
7,1,-1,1894981
8,6,-1,1894993
8,5,-1,1895000
8,4,744687,1895007
8,3,-1,1895014
8,2,-1,1895021
6,2,-1,1895029
6,6,-1,1895039
4,3,-1,1895042
4,2,-1,1895045
4,1,-1,1895048
3,1,390472,1895052
3,3,399289,1895057
3,2,399654,1895059
3,1,744002,1895061
3,3,-1,1895066
3,1,744197,1895067
3,1,2163292,1895070
4,2,395412,1895074
4,1,-1,1895077
4,4,-1,1895084
4,3,-1,1895087
4,2,-1,1895090
5,1,1485181,1895093
6,5,-1,1895102
8,3,-1,1895106
8,2,744361,1895113
8,1,-1,1895120
8,8,744520,1895135
7,4,-1,1895139
8,3,-1,1895145
7,2,1115902,1895175
6,1,-1,1895181
5,3,-1,1895189
4,4,-1,1895195
4,1,-1,1895196
3,2,1115286,1895201
5,5,-1,1895207
5,3,-1,1895210
5,5,395443,1895217
5,4,-1,1895221
6,6,1485176,1895228
5,2,375474,1895230
4,1,379515,1895234
2,1,304449,1895284
5,1,-1,1895286
5,5,-1,1895295
5,4,-1,1895299
6,2,397091,1895302
6,1,384431,1895307
9,7,-1,1895319
8,7,-1,1900703
8,3,-1,1900707
9,9,-1,1900721
9,8,-1,1900729
9,5,-1,1900735
9,3,-1,1900742
9,2,-1,1900750
8,1,-1,1900758
7,7,-1,1900772
7,4,-1,1900776
7,4,-1,1900783
6,1,-1,1900787
3,3,1485182,1900803
4,1,-1,1900804
4,3,-1,1900810
4,1,1485179,1900812
6,6,-1,1900821
7,6,-1,1900827
8,6,-1,1900834
8,5,-1,1900841
7,2,-1,1900846
9,9,-1,1900860
9,6,744755,1900866
8,1,-1,1900969
9,9,-1,1901048
9,2,-1,1901162
5,1,-1,1901170
7,6,377656,1901180
8,6,-1,1901187
7,3,-1,1901192
7,2,392838,1901198
7,5,-1,1901208
7,4,-1,1901214
9,5,-1,1901222
8,1,-1,1901234
9,8,-1,1901249
9,4,-1,1901276
9,3,-1,1901284
9,6,-1,1901296
8,5,-1,1901304
9,4,-1,1901311
8,2,744686,1901318
7,6,-1,1901330
5,4,-1,1901335
9,8,-1,1901344
9,4,395415,1901369
9,7,388845,1901411
9,4,-1,1901427
8,3,-1,1901435
9,4,1116046,1901487
9,3,-1,1901495
8,2,-1,1901503
8,1,-1,1901510
8,7,-1,1901534
8,6,-1,1901541
9,8,-1,1776248
8,5,-1,1776264
8,4,-1,1776271
8,3,-1,1776278
8,2,-1,1776285
8,6,-1,1776297
8,4,386625,1776303
8,4,-1,1776311
8,8,-1,1776323
8,7,-1,1776330
7,4,375643,1776335
9,1,-1,1797898
9,9,-1,1797915
9,7,391047,1797922
9,6,-1,1797930
9,5,-1,1797938
9,9,-1,1797971
9,8,-1,1797979
9,5,-1,1797985
9,3,368346,1798002
9,1,1115680,1798009
9,3,-1,1798020
5,4,1114355,1798080
5,2,368700,1798083
5,5,380037,1798091
6,6,-1,1798097
6,4,-1,1798101
5,5,-1,1803073
6,5,-1,1803078
6,4,392515,1803083
7,7,-1,1803092
7,6,-1,1803098
6,2,-1,1803101
6,1,-1,1803106
6,6,-1,1803117
6,5,384234,1803122
6,4,-1,1803127
6,3,744514,1803132
7,6,-1,1803141
8,6,-1,1803148
3,3,744167,1804876
3,2,743807,1804878
3,1,375615,1804880
3,1,744715,1804883
3,1,384092,1804886
3,3,368503,1804891
3,1,743637,1804892
4,4,2227838,1804898
5,3,-1,1804901
4,1,744506,1804904
4,1,-1,1804919
4,2,368529,1804930
5,1,-1,1804933
4,2,743677,1806065
4,1,377812,1806068
4,4,-1,1806075
4,1,380065,1806076
4,4,-1,1806083
5,3,1485181,1806086
5,2,-1,1806090
4,4,388487,1806097
5,3,-1,1806100
5,5,392866,1806107
6,3,-1,1806110
6,5,2599102,1806118
7,5,-1,1806124
5,5,388810,1806157
5,4,1485178,1806161
4,2,-1,1807493
5,4,1485177,1807499
5,5,337590,1807505
5,4,1485182,1807509
5,3,-1,1807513
5,1,-1,1807516
5,4,397275,1807524
5,1,388444,1807526
4,4,743664,1807534
4,3,743131,1807537
4,2,743105,1807540
3,2,388654,1807544
4,4,744522,1807549
4,3,-1,1807552
4,2,744162,1807555
4,1,382065,1807558
5,4,-1,1807565
5,3,744496,1807569
5,5,744040,1807576
5,1,744530,1807577
5,4,-1,1807585
5,3,-1,1807589
5,2,1485184,1807593
5,1,-1,1807597
6,2,-1,1807631
6,1,2101400,1807636
6,6,382262,1807647
5,3,743480,1807650
5,5,-1,1807657
6,1,375671,1807658
6,6,1114832,1807669
7,4,-1,1807673
7,3,743105,1807679
7,2,-1,1807685
8,8,391045,1807698
7,6,-1,1807704
8,3,-1,1807708
8,2,-1,1807715
8,1,-1,1807722
7,4,366334,1807733
8,6,-1,1807978
8,5,-1,1807985
8,1,1115060,1807989
9,9,-1,1808005
9,7,-1,1808012
9,5,-1,1808019
9,4,-1,1808027
9,3,1115060,1808035
9,2,-1,1808043
9,1,-1,1808051
8,8,-1,1808067
8,7,-1,1808074
7,2,390850,1808077
7,7,-1,1808089
8,6,-1,1808095
8,4,-1,1808101
8,3,-1,1808108
8,1,-1,1808114
7,2,-1,1808123
3,3,2227779,1808154
3,1,390811,1808155
3,2,384063,1808159
3,1,379697,1808161
3,2,1485181,1808165
3,3,-1,1808169
3,3,366136,1808172
3,2,743831,1809307
4,2,-1,1809310
3,3,-1,1809315
4,2,744533,1809317
5,1,-1,1809320
5,3,744140,1809327
5,1,393204,1809330
5,5,386261,1809339
6,1,-1,1809340
5,4,-1,1809349
5,3,-1,1809353
6,2,-1,1809357
6,1,-1,1809362
7,4,-1,1809371
7,3,-1,1809377
9,1,744349,1809382
9,8,-1,1809398
7,6,-1,1809405
6,4,-1,1809410
6,2,388262,1809414
9,8,1485176,1809426
9,5,-1,1809432
9,4,-1,1809440
9,8,-1,1809464
9,1,744041,1809474
9,9,379825,1809491
9,8,-1,1809499
7,6,-1,1809506
8,2,-1,1809509
9,1,-1,1809516
9,8,-1,1809532
9,7,1485175,1809637
9,6,-1,1809645
8,4,-1,1809673
9,2,-1,1809679
9,8,-1,1809694
9,7,744551,1809702
8,5,744359,1809709
8,5,375671,1809717
5,1,743655,1809721
5,5,744687,1809730
4,2,-1,1809732
3,1,393247,1809735
3,3,365954,1809740
2,2,395243,1809742
2,1,1485181,1809743
2,2,399274,1809746
2,2,744556,1809748
2,2,368529,1809750
2,1,376952,1809751
2,1,377669,1809753
2,2,373459,1809756
2,1,2227773,1809757
2,2,381698,1809760
2,2,384445,1809762
2,2,744379,1809764
3,3,744753,1809767
3,2,-1,1809769
3,1,368699,1809771
3,1,743612,1809774
3,3,1114199,1809779
3,3,377868,1809782
3,3,2224560,1809785
3,3,1114553,1809788
3,2,744015,1809790
9,2,743492,1810011
8,1,-1,1810019
8,8,-1,1810034
8,7,-1,1810041
8,6,395246,1810048
9,3,398923,1810053
9,2,1485176,1810061
9,1,-1,1810069
9,9,-1,1810086
9,8,384445,1810094
9,7,-1,1810102
9,4,-1,1810118
7,6,-1,1810135
8,2,1485183,1810138
8,1,743492,1810145
9,5,-1,1810177
7,1,-1,1810182
5,5,-1,1815172
3,1,1114197,1817218
4,3,393244,1817223
5,5,385896,1817229
4,2,386287,1817231
4,4,743456,1817237
5,3,399076,1817240
5,5,382064,1817247
5,4,393247,1817251
4,1,399638,1817253
5,4,-1,1817260
5,3,1114890,1817264
6,2,744689,1817268
6,5,-1,1817277
2,1,1114848,1818157
6,6,744391,1819406
6,4,-1,1819410
6,2,-1,1819424
6,1,-1,1819429
6,3,-1,1819437
7,1,744180,1819441
7,7,373446,1819454
7,6,-1,1819460
8,3,-1,1819464
8,2,379881,1819471
8,1,-1,1819478
9,9,-1,1819511
5,4,743312,1820377
9,2,744764,1820380
9,9,-1,1820396
9,8,-1,1820404
8,3,-1,1820418
6,2,-1,1820432
7,1,-1,1820437
4,4,2101049,1820447
3,2,2219673,1820449
3,3,-1,1820453
6,5,397092,1820462
6,4,-1,1820467
6,6,-1,1820475
6,5,743300,1820480
6,4,744741,1820485
6,3,382077,1820490
7,2,-1,1820495
5,2,397571,1820519
5,1,1114678,1820523
5,5,-1,1820532
5,4,743957,1820536
6,3,1485179,1820540
5,2,-1,1820545
6,4,-1,1820552
6,1,-1,1820555
6,1,743673,1820571
6,6,-1,1820582
7,5,-1,1820587
7,4,744716,1820593
6,3,-1,1820599
5,1,393245,1820603
5,2,-1,1820609
5,4,-1,1820616
4,1,-1,1820618
4,4,-1,1820625
4,2,-1,1820627
4,1,-1,1820630
3,2,-1,1820635
3,1,744555,1820637
3,1,743792,1820640
3,3,-1,1820645
3,1,744015,1820646
3,2,-1,1820650
6,5,-1,1820968
6,2,-1,1820981
7,4,-1,1820989
7,2,1485184,1820994
7,1,744362,1821000
6,3,2227847,1821009
4,4,377668,1821016
4,4,393035,1821020
5,2,377502,1821022
6,1,-1,1821026
6,6,-1,1821037
7,4,-1,1821041
7,2,744561,1821046
7,1,-1,1821052
6,6,-1,1821064
6,5,-1,1821069
6,4,2227868,1821074
6,3,386289,1821079
6,1,394891,1821083
6,6,743116,1821094
6,5,744688,1821099
6,4,-1,1821104
5,5,-1,1821111
5,5,-1,1821116
5,4,2227849,1821120
5,3,-1,1821124
6,2,-1,1821128
6,4,390994,1821189
4,1,390851,1821192
4,4,359192,1821199
4,2,1114832,1821201
4,1,384079,1821204
4,4,397260,1821211
4,3,-1,1821214
4,1,377810,1821216
4,3,394894,1821222
4,1,1485176,1821224
4,3,743638,1821230
5,4,744221,1821235
5,4,363940,1821240
5,2,743674,1821243
5,5,744570,1821251
5,4,-1,1821255
5,3,-1,1821259
5,2,393244,1821263
6,4,743274,1821270
6,2,743846,1821274
6,1,-1,1821279
6,6,399273,1821290
6,4,-1,1821304
6,3,744117,1821309
6,1,-1,1821313
6,5,-1,1821323
6,4,-1,1821328
6,3,-1,1821333
6,2,1114548,1821338
6,1,386290,1821343
5,4,744170,1821352
5,3,386276,1821356
7,1,390863,1821359
7,7,397246,1821372
7,6,-1,1821378
7,5,-1,1821384
7,4,-1,1821390
6,2,-1,1821395
5,4,-1,1821403
5,2,744182,1821406
5,1,-1,1821410
6,5,-1,1821419
6,4,1114665,1821424
6,3,-1,1821429
8,5,2970352,1821484
6,1,744507,1821488
2,1,388471,1823609
3,1,302058,1823611
3,2,744664,1823615
3,1,-1,1823617
4,1,396893,1823620
4,3,373473,1823626
4,2,373090,1823629
5,4,-1,1823635
6,3,368713,1823639
8,3,-1,1823645
9,3,-1,1823653
8,2,-1,1823661
8,1,397585,1823668
8,7,-1,1823682
8,4,744285,1823687
2,1,1114186,1824663
2,2,375121,1824666
3,2,394711,1824668
3,1,-1,1824670
3,3,-1,1824675
2,1,394880,1824676
2,2,386456,1824679
2,1,381516,1824680
2,1,394895,1824682
2,2,377683,1824685
2,1,337575,1824686
3,1,393245,1824688
3,3,-1,1824693
3,2,-1,1824695
3,1,373094,1824697
4,4,-1,1834463
5,2,368671,1834465
5,2,-1,1834470
5,1,368713,1834474
5,1,-1,1834479
5,4,363770,1834487
5,1,-1,1834489
5,5,-1,1834498
5,4,302071,1834502
5,3,377823,1834506
5,2,744463,1834510
5,5,382062,1834518
5,2,375668,1834520
5,4,399641,1834527
5,5,744674,1834533
6,3,744500,1834536
6,2,744401,1834541
6,4,384270,1834549
6,3,388470,1834554
6,2,-1,1834559
6,5,743856,1834568
6,4,383711,1834573
6,1,2225135,1834576
6,2,386472,1834583
6,1,-1,1834588
5,3,743844,1846697
7,7,743820,1846706
9,6,399637,1846722
8,4,-1,1846729
8,3,1115663,1846736
9,2,397247,1846743
8,1,-1,1846751
8,8,-1,1846766
8,7,744505,1846773
9,7,744210,1846781
8,5,2227809,1846788
9,4,395443,1846795
9,3,-1,1846803
9,6,388670,1846867
8,7,-1,1852245
8,6,-1,1852252
9,6,399428,1852260
8,4,-1,1852267
8,2,1116046,1852280
8,6,275708,1852292
8,5,-1,1852299
9,2,-1,1852304
9,1,744192,1852312
9,9,393232,1852329
9,7,-1,1852336
9,6,-1,1852344
9,4,743313,1852351
9,3,-1,1852359
9,2,-1,1852367
8,7,743479,1852381
9,7,399584,1852389
9,4,-1,1852395
8,2,-1,1852478
7,2,1115875,1856788
7,7,337771,1856800
5,4,-1,1856804
6,3,-1,1856808
6,2,-1,1856813
5,4,368686,1856821
5,2,743480,1856824
4,3,744703,1856830
4,1,388485,1856832
4,4,2215434,1856839
3,3,-1,1856842
4,1,744535,1856843
4,4,-1,1856850
4,3,-1,1856853
4,2,-1,1856856
4,4,-1,1856862
9,7,-1,1859552
8,1,-1,1859565
9,4,-1,1861647
8,1,2189239,1861653
9,1,744009,1861661
9,9,-1,1861678
9,8,2227911,1861686
9,7,-1,1861694
9,5,1485177,1861701
9,4,-1,1861709
9,2,743127,1861716
9,1,-1,1861724
6,6,-1,1861738
6,5,-1,1861743
6,4,744210,1861748
8,1,-1,1861751
7,7,743963,1861765
9,6,-1,1861771
8,4,386648,1861778
8,3,-1,1861785
7,1,393036,1861791
9,8,-1,1861805
6,4,743948,1861967
6,2,399626,1861971
6,1,-1,1861976
6,6,388810,1861987
5,4,1485177,1861991
5,2,-1,1861994
6,4,380062,1862001
9,2,-1,1862005
8,7,-1,1862019
9,4,-1,1862024
6,1,-1,1862030
7,4,-1,1862039
7,3,-1,1862045
7,2,744028,1862051
7,7,744763,1862063
7,6,-1,1862069
7,5,-1,1864865
7,4,-1,1864871
7,2,397259,1864876
7,1,-1,1864882
7,7,-1,1864895
7,6,393062,1864901
6,3,-1,1864905
8,6,-1,1864996
7,7,-1,1865566
7,6,1113976,1865572
7,4,384453,1865577
7,2,-1,1865582
6,6,393204,1865593
6,6,-1,1865599
6,5,368345,1865604
6,4,-1,1865609
6,1,373289,1865622
7,6,-1,1865633
7,5,-1,1865639
9,2,-1,1865643
9,1,1115201,1865651
9,9,-1,1865668
9,9,-1,1865677
7,6,1485182,1865683
7,5,744400,1865689
6,4,-1,1865695
5,2,2227855,1865699
4,1,-1,1865703
3,3,1114342,1865709
3,2,743955,1865711
3,1,-1,1865713
3,3,-1,1865718
4,1,394710,1865719
6,5,368333,1865727
7,1,-1,1865729
7,7,-1,1865742
7,6,-1,1865748
7,3,-1,1865752
7,1,375471,1865757
7,7,2227782,1865770
7,6,-1,1865776
8,5,2158339,1865782
8,4,395246,1865789
8,2,744040,1865795
8,8,1115355,1865809
9,7,-1,1865816
9,6,-1,1865824
9,5,-1,1865832
9,4,-1,1865840
5,4,1115032,1870339
6,5,-1,1870345
7,3,-1,1870349
7,1,-1,1870354
5,3,744170,1871649
5,2,744755,1871653
3,1,743975,1871657
4,2,386637,1871661
4,1,397626,1871664
4,4,337731,1871671
4,2,-1,1871673
4,1,384275,1871676
3,2,377812,1871681
6,2,386469,1872759
6,1,-1,1872764
6,6,395402,1872775
6,5,-1,1872780
7,4,743612,1872785
7,2,-1,1872790
7,1,-1,1872796
7,7,744152,1872809
6,4,2162732,1872813
4,1,1485182,1881319
4,4,306816,1881326
6,5,-1,1881331
6,2,743859,1881334
8,6,-1,1881344
8,5,-1,1881351
8,4,368348,1881358
8,2,-1,1881364
7,4,399416,1881952
8,3,-1,1881958
9,2,391036,1881965
8,3,-1,1882005
9,4,-1,1882111
8,1,386473,1882117
8,8,-1,1882132
8,7,-1,1882139
9,7,-1,1882147
8,6,-1,1882241
9,5,744650,1884723
8,4,394852,1884771
9,1,-1,1884776
9,6,-1,1884847
9,4,-1,1884854
9,3,-1,1884862
9,2,1485178,1884870
9,9,-1,1884896
7,1,386261,1884943
6,6,-1,1884955
6,5,-1,1884960
7,4,399105,1884965
7,3,2160002,1884971
7,2,-1,1884977
7,7,-1,1884989
6,4,-1,1884993
5,3,744715,1884998
5,1,-1,1885001
5,4,-1,1885009
4,2,-1,1885012
3,1,2227858,1885015
3,1,1114342,1885018
3,3,-1,1885023
3,3,-1,1885026
4,4,-1,1885030
4,3,-1,1885033
4,2,397611,1885036
4,1,361391,1885039
4,4,382062,1885046
4,3,744752,1885049
4,2,744026,1885052
4,3,744677,1885057
4,2,-1,1885060
4,4,373108,1885066
4,1,744516,1885067
4,4,-1,1885074
5,4,744542,1885078
6,4,397091,1885083
6,2,744222,1885087
3,1,368489,1885092
3,3,-1,1885097
3,2,744546,1885099
3,3,-1,1885103
3,3,2227880,1885106
3,1,-1,1885107
3,2,333010,1885111
3,3,743961,1885115
4,1,743851,1885116
2,1,390865,1885132
4,1,388445,1885134
4,4,-1,1885141
5,2,-1,1885143
5,5,386107,1885151
5,3,-1,1885154
8,2,394866,1885318
8,8,743621,1885332
4,4,-1,1887354
5,4,1115370,1887358
4,2,397091,1887361
4,4,-1,1887367
4,3,743807,1887370
4,1,-1,1887372
4,1,-1,1887376
4,4,-1,1887383
5,3,-1,1887386
5,2,744119,1887390
6,1,-1,1887394
6,6,-1,1887405
6,4,-1,1887409
6,3,-1,1887414
6,1,-1,1887418
6,6,2227876,1887429
6,4,1115044,1887433
6,3,744015,1887438
5,2,-1,1887443
9,2,393205,1890055
9,1,-1,1890063
8,7,384063,1890078
7,5,-1,1890084
7,3,-1,1890089
9,1,-1,1890939
9,9,-1,1890956
9,6,744223,1890962
7,5,-1,1892762
8,4,-1,1892768
8,3,-1,1892775
8,2,-1,1892782
8,1,380065,1892789
8,5,1116046,1892878
7,2,1114525,1892883
6,5,-1,1892893
7,4,-1,1892898
7,3,393245,1892904
7,2,-1,1892910
6,5,-1,1892920
6,4,2194023,1892925
5,2,-1,1892929
5,2,1485184,1892934
5,4,-1,1892941
5,3,744038,1892945
5,3,388853,1892950
5,2,-1,1892954
5,1,395242,1892958
5,5,-1,1892967
5,4,2227889,1892971
5,3,-1,1892975
6,2,1114862,1892979
5,5,-1,1892988
5,3,-1,1892991
4,1,1114722,1892994
5,4,-1,1893005
5,3,1114891,1893009
5,2,-1,1893013
5,1,-1,1893017
4,2,388834,1893023
5,2,-1,1893027
5,1,373432,1893031
4,4,1485181,1893039
4,1,-1,1893040
4,4,-1,1893047
4,1,377784,1893048
4,4,-1,1893055
3,1,393231,1893056
3,1,368711,1893059
3,1,-1,1893062
4,1,-1,1893065
4,2,-1,1893070
4,4,744729,1893076
4,3,-1,1893079
4,1,-1,1893081
4,4,-1,1893088
4,3,396905,1893091
4,2,-1,1893094
5,1,384458,1893097
4,4,744762,1893105
4,1,-1,1893106
5,3,744405,1893112
5,2,-1,1893116
5,1,366317,1893120
6,5,-1,1893129
6,4,1114552,1893134
6,4,1114552,1893140
5,3,1114692,1893145
5,2,744767,1893149
6,2,368713,1893154
6,1,742767,1893159
6,5,744489,1893169
8,5,-1,1893175
8,4,-1,1893182
8,3,744308,1893189
7,6,388853,1893200
9,1,-1,1893317
9,8,-1,1893333
9,6,-1,1893340
8,2,395442,1893345
9,1,-1,1893352
9,9,2227857,1893369
8,6,1485184,1893375
8,4,744545,1893381
8,2,397624,1893387
7,1,-1,1893394
7,7,-1,1893407
7,6,744372,1893413
5,2,-1,1893416
6,2,1485184,1893421
7,1,368517,1893426
7,7,-1,1893439
7,6,-1,1893445
7,5,-1,1893451
8,5,-1,1893458
9,4,-1,1893465
8,6,2227924,1893740
7,1,-1,1893743
7,6,377684,1893755
6,5,744378,1893761
4,3,-1,1893765
5,1,376938,1893767
5,5,386623,1893776
5,1,744208,1893777
6,5,-1,1893786
6,4,395416,1893791
6,1,-1,1893794
6,6,337730,1893805
6,5,332985,1893810
3,3,399288,1893814
5,5,-1,1893819
6,4,-1,1893823
5,3,390993,1893828
5,2,-1,1893832
5,1,365784,1893836
5,4,2227902,1893844
7,6,-1,1894010
7,4,-1,1894015
8,4,2224937,1894022
8,2,-1,1894028
9,2,-1,1894036
7,1,-1,1894044
7,7,-1,1894057
8,7,-1,1894064
4,4,388839,1894117
4,3,-1,1894120
4,1,-1,1894122
4,4,743976,1894129
4,3,397217,1894132
4,2,2227844,1894135
4,4,1115553,1894141
4,1,368503,1894142
4,2,-1,1894147
4,4,2227792,1894153
4,1,375669,1894154
4,4,373092,1894161
4,4,-1,1894165
5,4,-1,1894169
5,2,399641,1894172
5,1,-1,1894176
6,6,377868,1894186
6,4,744574,1894190
7,3,-1,1894195
9,9,-1,1894295
7,7,337772,1894302
5,5,390867,1894980
7,3,-1,1894983
8,8,-1,1894995
8,7,-1,1895002
8,6,-1,1895009
8,5,-1,1895016
8,4,-1,1895023
6,4,386640,1895031
6,2,395441,1895035
4,1,395442,1895040
4,4,744288,1895047
4,3,744728,1895050
4,4,744337,1895076
4,3,-1,1895079
4,2,390487,1895082
4,1,1485184,1895085
4,4,2163282,1895092
5,3,380037,1895095
6,1,380050,1895098
8,5,744130,1895108
8,4,-1,1895115
8,3,-1,1895122
8,2,-1,1895129
8,5,-1,1895147
9,9,-1,1895562
9,8,-1,1895570
9,6,-1,1895577
8,6,1485184,1897379
8,5,-1,1897386
8,4,-1,1897393
7,2,-1,1897399
7,7,-1,1897411
9,5,-1,1897416
9,4,392499,1897444
8,3,366151,1897452
8,2,-1,1897459
8,1,-1,1897466
9,4,-1,1897535
9,2,-1,1897542
9,1,-1,1897550
8,7,-1,1897565
7,6,743612,1897572
7,5,-1,1897578
8,2,-1,1897582
8,7,-1,1897595
8,5,-1,1897601
9,4,-1,1897608
9,3,-1,1897616
9,9,-1,1897661
7,6,388670,1897667
7,5,743452,1897673
8,3,-1,1897678
6,2,-1,1897685
6,1,390811,1897690
6,5,-1,1897700
5,2,744164,1897703
4,4,744182,1897710
4,3,2227771,1897713
4,1,-1,1897715
4,4,-1,1897722
5,5,377655,1897727
5,1,-1,1897728
4,2,396907,1897734
4,1,-1,1897737
4,4,-1,1897744
4,3,-1,1897747
4,2,375671,1897750
4,3,743830,1897755
4,2,386289,1897758
4,4,-1,1897764
4,3,-1,1897767
5,3,397259,1897780
6,4,-1,1897786
4,4,-1,1897896
5,1,744673,1897897
5,4,744223,1897905
5,3,399090,1897909
5,1,-1,1897912
6,5,-1,1897921
6,3,388444,1897925
6,2,382234,1897930
6,1,-1,1897935
6,6,744157,1897946
5,2,368700,1897948
5,5,-1,1897956
5,2,-1,1897958
4,4,-1,1897965
4,2,743983,1897967
4,1,395399,1897970
4,4,743299,1897977
4,4,2039349,1897981
5,3,-1,1897984
5,2,393227,1897988
6,1,-1,1897992
6,6,1485184,1898003
6,5,-1,1898008
6,4,-1,1898013
8,2,743286,1898017
7,1,-1,1898024
7,7,744040,1898037
7,4,744567,1898041
8,3,-1,1898047
8,2,1114383,1898054
7,1,397597,1898061
7,7,743646,1898074
8,7,-1,1898081
7,6,-1,1898088
7,3,744404,1898092
7,1,-1,1898097
7,6,-1,1898109
7,5,-1,1898115
7,3,-1,1898120
7,2,-1,1898126
6,3,-1,1898134
6,2,335209,1898139
6,1,-1,1898144
5,5,-1,1898154
4,4,744118,1898168
4,3,-1,1898171
4,2,2227901,1898174
4,4,-1,1898180
4,3,-1,1898183
4,4,-1,1898188
8,8,-1,1898196
6,5,1115043,1898201
7,4,-1,1898206
7,3,393034,1898212
5,3,742766,1898423
6,2,-1,1898427
6,1,394878,1898432
5,4,744353,1898441
5,3,-1,1898445
5,1,2224755,1898448
5,5,1485180,1898457
4,2,397623,1898465
4,3,-1,1898470
4,4,-1,1898475
4,3,743465,1898478
4,1,-1,1898480
4,4,-1,1898487
5,2,743677,1898493
5,5,-1,1898501
5,4,-1,1898505
5,3,-1,1898509
4,2,-1,1898513
4,1,-1,1898516
5,5,2224976,1898524
4,2,399637,1898526
4,4,392501,1898532
4,4,-1,1898536
5,3,743648,1898545
5,1,-1,1898548
6,3,-1,1898555
8,8,-1,1898566
7,6,-1,1898572
7,5,-1,1898578
8,4,-1,1898584
9,3,393241,1898591
9,2,2210885,1898599
2,2,1485177,1899541
2,1,375121,1899542
2,1,1485179,1899544
2,2,377837,1899547
2,1,1114546,1899548
2,2,335209,1899551
2,1,386627,1899552
2,1,743661,1899554
2,1,377853,1899556
2,1,381699,1899558
2,1,744689,1899560
8,4,-1,1901531
8,2,1485180,1901537
9,8,744727,1901649
8,4,-1,1901665
8,3,-1,1901672
6,3,-1,1901789
6,1,388838,1901793
7,5,397571,1901803
7,2,-1,1901807
9,7,-1,1901983
9,6,396543,1901991
8,3,743468,1901997
8,1,743286,1902003
8,8,743949,1902018
6,6,744725,1902037
5,5,744322,1902042
6,1,377643,1902043
6,6,-1,1902054
6,4,-1,1902058
6,2,388652,1902062
6,1,-1,1902067
7,4,388613,1902076
7,3,744710,1902082
7,2,-1,1902088
7,1,-1,1902094
6,6,-1,1902106
6,5,-1,1902111
6,5,-1,1902117
4,2,744457,1902120
4,2,1485175,1902124
4,1,2098852,1902127
4,1,395217,1902131
4,4,-1,1902138
4,2,2184169,1902140
3,3,2227885,1902145
3,1,2227823,1902146
2,2,386473,1902150
2,1,1115059,1902151
2,2,397584,1902154
2,2,2599188,1902156
2,1,744662,1902157
2,1,743663,1902159
2,2,379500,1902162
2,1,337772,1902163
2,2,379698,1902166
2,2,381868,1902168
2,1,337759,1902169
2,2,744574,1902172
3,3,368713,1902175
3,2,390852,1902177
3,2,388656,1902180
3,3,1114018,1902184
3,2,744686,1902186
3,3,-1,1902190
7,6,393063,1913449
7,5,-1,1913455
8,5,-1,1913462
8,4,-1,1913469
6,1,-1,1913474
5,5,395440,1913484
5,4,-1,1913488
6,3,388821,1913492
7,3,391965,1913498
7,2,-1,1913504
7,5,744727,1913514
7,4,-1,1913520
7,2,337758,1913525
8,8,-1,1913538
9,5,-1,1913553
8,6,-1,1913602
7,4,-1,1913608
7,2,744323,1913613
7,4,-1,1913622
5,2,363953,1913627
7,7,399467,1913637
4,3,-1,1913640
8,7,743651,1917470
6,2,-1,1917504
6,2,744517,1918686
6,5,-1,1918695
7,5,-1,1918773
5,3,380036,1918778
6,3,743674,1918783
6,1,-1,1918787
7,4,-1,1918818
8,2,-1,1918823
6,4,743442,1918840
6,4,1485179,1918846
7,2,367798,1918850
6,5,743286,1918860
8,3,744190,1918864
8,2,-1,1918871
9,2,743621,1919013
9,1,-1,1919021
9,9,-1,1919038
4,2,382220,1920413
4,1,373474,1920416
4,1,-1,1920420
4,4,391036,1920427
4,3,380064,1920430
4,1,-1,1920432
4,1,743819,1920439
4,3,375446,1920445
3,2,1485181,1920448
3,1,399571,1920450
3,3,381854,1920455
3,1,-1,1920456
4,2,743651,1920505
4,1,-1,1920508
4,4,384079,1920515
4,3,-1,1920518
4,1,394710,1920523
4,3,-1,1920529
4,1,-1,1920531
4,1,744535,1920535
4,3,-1,1920541
3,2,386612,1920544
3,3,-1,1920548
3,2,744548,1920550
3,1,384445,1920552
3,1,-1,1920555
3,3,391049,1920560
