@relation 'riverRank Instances list'

@attribute playersLeft numeric
@attribute position numeric
@attribute riverRank numeric
@attribute id numeric

@data
8,1,-1,3244001
8,6,743833,3244014
8,4,399655,3244020
8,3,-1,3244027
9,3,-1,3291088
9,2,-1,3291096
9,1,2599061,3291104
9,9,-1,3291121
9,8,-1,3291129
9,7,399654,3291137
9,5,-1,3355353
5,5,-1,3402098
6,3,-1,3402101
6,2,-1,3402106
6,5,2227783,3402115
7,5,-1,3402121
8,1,1116059,3402124
9,6,-1,3402137
9,4,-1,3402144
9,4,-1,3402153
9,2,-1,3402160
9,1,743844,3402168
9,7,-1,3402183
9,6,744158,3402191
9,4,-1,3402198
9,1,388810,3402214
9,5,1485183,3402257
9,3,-1,3402264
9,1,397260,3402271
9,6,-1,3402285
9,6,-1,3412388
9,3,-1,3412394
6,2,-1,3413029
6,1,-1,3413034
6,6,744751,3413045
6,5,743830,3413050
5,1,-1,3413052
9,3,-1,3424174
9,1,2221884,3424241
8,7,2227765,3424256
8,5,744171,3424262
8,4,386572,3424269
8,1,-1,3424274
8,8,1115848,3424289
8,6,-1,3424295
8,5,744455,3424302
9,1,-1,3424306
9,9,-1,3424323
8,6,-1,3424329
8,5,-1,3424336
8,4,-1,3424343
8,3,-1,3424350
8,2,-1,3424357
8,4,-1,3424367
8,1,-1,3424372
8,8,-1,3424387
8,7,-1,3424394
7,4,-1,3424399
5,3,744193,3435723
5,4,-1,3435729
5,4,-1,3435734
5,3,-1,3435738
6,2,399472,3435742
7,1,-1,3435747
8,8,380034,3435761
7,5,2129792,3435766
9,5,-1,3435773
9,4,1485181,3435781
7,1,-1,3435797
7,6,-1,3435809
5,3,1114549,3463746
5,2,-1,3463750
5,5,399289,3463758
9,8,384271,3484759
7,5,-1,3484765
7,4,306818,3484771
7,3,-1,3484777
7,3,2227896,3489987
7,7,-1,3489998
7,6,-1,3490004
8,2,-1,3494766
8,8,744738,3494780
7,4,-1,3494784
6,2,743623,3494789
6,1,-1,3494794
7,7,-1,3494806
7,6,-1,3494812
7,5,-1,3494818
7,7,744752,3502508
7,6,-1,3502514
7,3,-1,3502518
3,3,368517,3506037
3,2,1485184,3506039
3,3,373474,3506043
3,1,399641,3506044
3,3,744327,3506049
3,1,380009,3506050
3,3,744689,3506055
3,1,744375,3506056
3,2,1115384,3506060
3,3,-1,3506064
3,1,743477,3506065
3,2,-1,3506069
3,3,2222573,3506073
3,2,337769,3506075
3,1,2227871,3506077
3,1,743625,3506080
3,2,384429,3506084
3,2,375655,3506087
3,3,743611,3506091
3,1,399458,3506092
3,3,1485177,3506097
3,1,306646,3506098
3,3,388839,3506103
3,2,-1,3506105
3,1,-1,3506107
3,2,384457,3506111
3,1,337759,3506113
3,1,743650,3506116
3,3,379866,3506121
2,1,743623,3506122
2,1,1115676,3506124
2,2,337589,3506127
2,2,337717,3506129
2,2,388836,3506131
2,1,1115327,3506132
2,2,388667,3506135
2,1,744399,3506136
2,2,743807,3506139
2,1,744384,3506140
2,1,382219,3506142
2,2,1485178,3506145
2,1,399585,3506146
2,2,393162,3506149
2,1,391018,3506150
2,1,337393,3506152
2,2,337393,3506155
2,2,337745,3506157
2,1,743976,3506158
2,2,742763,3506161
2,1,375486,3506162
2,1,393247,3506164
7,3,-1,3512820
7,1,-1,3516341
7,7,-1,3516354
7,6,-1,3516360
7,4,-1,3516365
7,3,-1,3516371
6,3,744376,3559335
5,1,377290,3559339
6,4,-1,3559347
7,6,1116060,3580262
5,3,395359,3580266
7,3,743988,3580271
7,1,1485181,3580276
8,2,-1,3617591
8,1,-1,3617598
8,8,-1,3617613
8,6,-1,3617619
8,5,2155960,3617626
9,4,-1,3617633
9,3,-1,3617641
9,8,2227923,3617665
9,6,742949,3617672
9,5,1114692,3617680
9,4,-1,3617688
9,3,-1,3617696
7,1,744222,3617703
6,6,-1,3617715
6,3,-1,3617718
6,5,-1,3617726
6,2,-1,3617729
7,1,-1,3617734
7,7,-1,3617747
7,5,-1,3617752
7,4,-1,3617758
7,3,-1,3617764
5,2,744533,3617770
5,3,-1,3617776
5,2,-1,3617780
5,4,-1,3617787
3,1,-1,3617789
4,3,2163071,3617794
5,1,1114553,3617796
3,3,2227857,3617803
4,2,1114858,3617805
5,1,743857,3617808
5,3,-1,3617815
7,5,743456,3617910
7,4,-1,3617916
7,3,-1,3617922
7,2,-1,3617928
7,1,-1,3617934
7,7,-1,3617947
7,5,-1,3617952
7,4,-1,3617958
7,1,-1,3617962
8,6,743975,3617974
8,5,-1,3617981
8,4,-1,3617988
7,3,744509,3617995
7,2,-1,3618001
7,1,395219,3618007
7,4,-1,3618017
4,2,743298,2420951
4,1,-1,2420954
3,2,-1,2422005
3,1,337758,2422007
3,1,-1,2422010
3,1,-1,2422013
3,2,-1,2422017
3,3,379851,2422021
4,2,384065,2422023
4,1,399640,2422026
4,3,-1,2422032
4,2,-1,2422035
4,1,-1,2422038
4,4,-1,2422045
4,4,-1,2422049
4,3,744184,2422052
4,3,390683,2422056
4,2,394149,2422059
4,1,-1,2422062
4,4,394866,2422069
4,2,-1,2422071
4,1,-1,2422074
4,3,-1,2422080
5,1,744132,2422082
5,5,368671,2422091
5,3,-1,2422094
5,1,-1,2422097
5,4,-1,2422105
8,8,-1,2422114
9,8,393062,2422122
9,7,-1,2422130
9,6,-1,2422138
8,8,-1,2422149
9,8,-1,2422157
7,6,-1,2422164
5,4,1485184,2422169
4,2,-1,2422172
4,4,744034,2422178
4,3,377868,2422181
4,2,363769,2422184
4,4,-1,2422190
5,2,-1,2422192
5,1,-1,2422196
5,5,-1,2422205
5,4,394881,2422209
5,3,-1,2422213
6,6,744026,2422221
6,3,-1,2422224
6,2,-1,2422229
6,1,397091,2422234
6,6,-1,2422245
6,5,-1,2422250
6,4,1116044,2422255
6,2,397091,2422259
7,7,744033,2422270
7,4,-1,2422274
7,3,-1,2422280
7,2,-1,2422286
8,1,-1,2422292
8,8,-1,2422307
8,7,-1,2422314
8,3,-1,2422318
8,2,-1,2422613
8,1,-1,2422620
7,7,-1,2422634
7,5,399275,2422639
9,4,1485178,2422645
5,1,-1,2422661
4,4,-1,2422669
8,4,1485184,2424819
8,3,388487,2424826
9,2,-1,2424833
9,1,382248,2424841
9,6,-1,2424855
8,5,-1,2424863
7,4,1485179,2424870
7,4,-1,2424877
6,1,-1,2424881
5,5,-1,2424891
5,5,-1,2424896
9,2,-1,2425648
9,4,-1,2425709
9,9,-1,2425753
9,8,-1,2425761
9,6,-1,2425768
9,5,-1,2425776
9,4,-1,2425784
9,3,-1,2425792
9,2,-1,2425800
9,9,-1,2425816
9,8,-1,2425824
9,7,2219870,2425832
9,6,-1,2425840
9,4,743612,2425847
9,3,-1,2425855
9,2,743644,2425863
9,1,-1,2425871
9,9,-1,2425888
7,3,-1,2425891
7,1,2186887,2425896
7,6,743962,2425908
8,4,-1,2425913
8,3,-1,2425920
8,8,-1,2427660
8,7,-1,2427667
7,4,744520,2427691
7,3,744623,2427697
7,2,395441,2427703
8,3,744583,2427711
8,1,744001,2427717
8,5,2224222,2427729
8,3,-1,2427735
8,1,743451,2427741
8,8,-1,2427756
8,7,-1,2427763
8,5,399429,2427769
9,2,384453,2427774
9,9,744373,2427790
9,5,2227811,2427805
9,4,-1,2429951
9,3,-1,2429959
9,1,384444,2429966
9,4,397599,2430008
9,3,-1,2430016
9,1,-1,2430023
8,8,2132340,2430039
9,3,744350,2433800
9,2,-1,2433808
9,9,-1,2433824
7,2,-1,2433932
9,1,-1,2433938
9,4,-1,2433950
8,2,-1,2433957
8,7,743453,2433970
8,6,-1,2433977
9,6,-1,2433985
8,2,-1,2434000
9,2,744533,2434008
8,8,2225121,2434023
8,7,-1,2434030
8,5,-1,2434036
8,4,-1,2434043
8,3,-1,2434050
7,1,397626,2434056
7,1,-1,2434063
8,6,-1,2434075
8,4,-1,2434081
8,3,-1,2434088
8,1,-1,2434094
8,8,-1,2434109
8,7,-1,2434116
7,4,1115365,2434121
7,3,744470,2434127
7,2,744311,2434133
8,8,390459,2434146
8,6,-1,2434152
8,2,744518,2434156
8,1,-1,2434163
8,8,366134,2434178
8,7,-1,2434185
7,4,-1,2434190
7,2,-1,2434195
7,6,1114032,2434206
7,5,744389,2434212
7,3,-1,2434217
7,2,395388,2434223
7,1,-1,2434229
7,7,-1,2434242
7,6,-1,2434248
5,2,744750,2434269
5,1,-1,2434273
5,5,380008,2434282
5,5,-1,2434287
3,1,744767,2434288
4,4,398895,2434294
4,3,-1,2434297
4,2,337757,2434300
4,1,391030,2434303
5,3,-1,2434309
7,7,744457,2434318
7,6,-1,2434324
7,5,399429,2434330
7,4,2224443,2434336
8,2,397244,2434341
8,1,-1,2434348
6,5,-1,2434360
6,5,-1,2434366
7,3,-1,2434370
7,2,-1,2434376
7,1,-1,2434382
7,5,-1,2434393
9,4,-1,2434399
9,9,395246,2434413
9,8,-1,2434431
9,7,-1,2434439
9,3,-1,2434444
9,2,-1,2434452
9,6,2218009,2434505
8,4,-1,2434512
8,3,-1,2434519
9,1,393241,2434525
9,3,-1,2434626
9,1,-1,2434633
9,7,-1,2434648
9,6,399275,2434656
8,3,-1,2434662
8,2,306648,2434669
8,7,-1,2434682
8,5,-1,2434688
8,4,744170,2434695
8,2,-1,2434701
8,1,-1,2434708
8,8,-1,2434723
8,6,-1,2434729
7,3,-1,2434734
7,2,-1,2434740
7,7,1485180,2434752
8,7,-1,2434759
8,6,-1,2434766
6,1,-1,2434769
6,6,744752,2434780
6,6,742946,2434786
6,4,-1,2434790
6,2,743950,2434794
6,1,-1,2434799
6,6,-1,2434810
6,3,-1,2434813
6,5,-1,2434821
6,4,1485176,2434826
6,2,395402,2434830
3,1,2158354,2434835
4,4,-1,2434841
4,4,-1,2434845
4,2,744481,2434847
4,4,-1,2434853
4,3,379513,2434856
4,4,390473,2434861
4,2,743651,2434863
4,2,368526,2434867
4,1,-1,2434870
4,3,-1,2434876
4,4,395385,2434881
4,3,-1,2434884
5,2,-1,2434887
5,4,384443,2434894
5,2,1114380,2434897
5,1,-1,2434901
5,1,365784,2434906
5,4,384247,2434914
5,3,2227803,2434918
5,2,-1,2434922
5,3,-1,2434928
5,2,2227923,2434932
5,5,2227813,2434940
4,1,-1,2434941
4,3,-1,2434947
3,3,743115,2434951
3,3,-1,2434954
3,1,744742,2434955
3,3,-1,2434960
3,3,742947,2434963
3,1,-1,2434964
3,3,744400,2434969
3,3,744041,2434972
3,2,1114547,2434974
3,2,377474,2434977
4,1,394527,2434979
4,3,395402,2434985
4,2,-1,2434988
4,2,-1,2434992
4,1,1485177,2434995
4,3,-1,2435001
2,2,337730,2435004
2,1,1116057,2435005
2,1,368517,2435007
2,1,365968,2435009
2,2,1114873,2435012
9,9,-1,2438498
9,7,-1,2438505
9,2,-1,2438549
3,1,744572,2441761
3,1,399655,2441764
3,1,386445,2441767
3,3,381868,2441772
3,2,743999,2441774
3,1,-1,2441776
2,1,375615,2441779
2,2,2220415,2441782
2,1,1115733,2441783
2,2,388853,2441786
2,2,368712,2441788
3,3,744767,2441791
3,1,-1,2441792
4,1,744741,2441795
3,3,-1,2441801
3,2,379995,2441803
5,1,388299,2441805
5,4,-1,2441813
5,2,743298,2441816
6,6,368531,2441825
6,5,-1,2441830
6,4,373456,2441835
6,3,-1,2441840
6,1,-1,2441844
6,6,-1,2441855
7,4,397271,2441859
7,3,-1,2441865
7,2,-1,2441871
7,1,399416,2441877
7,4,743988,2441887
7,3,-1,2441893
7,2,-1,2441899
7,1,-1,2441905
8,5,-1,2441916
6,2,-1,2441921
6,4,-1,2441929
6,2,743312,2441933
6,1,-1,2441938
6,6,-1,2441949
4,3,2194179,2441952
4,2,-1,2441955
4,1,-1,2441958
4,3,399655,2441964
4,2,744404,2441967
3,1,743635,2441970
3,3,-1,2441975
3,2,391034,2441977
3,1,-1,2441979
3,3,393062,2441984
3,1,744513,2441985
4,3,-1,2441990
4,1,-1,2441992
4,2,-1,2441997
4,1,744533,2442000
4,4,-1,2442007
4,4,744326,2442011
4,2,743974,2442013
7,6,-1,2442021
7,4,-1,2442026
6,2,742764,2442031
5,1,1485183,2442036
4,4,744392,2442044
4,2,743469,2442046
4,2,-1,2442050
4,4,744546,2442056
4,4,393059,2442060
3,3,744297,2442063
3,2,397076,2442065
3,1,744478,2442067
3,1,-1,2442070
3,1,1485184,2442073
3,1,373474,2442076
3,2,744755,2442080
3,1,395442,2442082
3,1,743799,2442085
3,3,1114497,2442090
3,3,744531,2442093
3,3,2227918,2442096
3,2,2193647,2442098
3,3,-1,2442102
3,2,-1,2442104
3,2,377685,2442107
3,1,744535,2442109
3,2,-1,2442113
3,1,1485178,2442115
3,2,366304,2442119
3,3,399654,2442123
3,2,375643,2442125
3,3,386655,2442129
3,2,-1,2442131
2,2,366151,2442134
2,2,1485178,2442136
2,1,743781,2442137
2,2,381891,2442140
7,5,377865,2443266
9,8,-1,2443296
9,4,743442,2443351
9,4,-1,2443360
9,3,-1,2443368
9,2,743104,2443376
9,1,-1,2443384
9,2,-1,2443454
9,7,-1,2443728
8,4,-1,2443734
8,3,-1,2443741
8,1,-1,2443747
8,6,744405,2443760
7,3,-1,2443765
7,1,-1,2443770
8,8,-1,2443784
7,6,-1,2443790
7,5,743817,2443796
7,4,744551,2443802
6,3,-1,2443808
9,6,-1,2443973
9,5,-1,2443981
6,2,743677,2444896
6,6,-1,2444906
6,4,-1,2444910
6,3,-1,2444915
6,6,-1,2444924
6,4,-1,2444928
6,1,744587,2444931
4,4,-1,2444940
3,2,1485181,2444942
3,1,1115002,2444944
3,3,2220231,2444949
3,1,743677,2444950
3,3,-1,2444955
3,2,394712,2444957
3,3,1485175,2444961
3,1,-1,2444962
3,3,386627,2444967
3,2,743287,2444969
3,3,-1,2444973
3,2,398921,2444975
3,1,-1,2444977
3,2,397624,2444981
3,3,744483,2444985
3,2,-1,2444987
6,6,-1,2444994
6,5,399458,2444999
6,2,2227761,2445002
5,1,-1,2445007
4,4,2160718,2445015
4,2,743114,2445017
4,3,377868,2445022
4,2,390135,2445025
4,3,-1,2445030
4,2,373288,2445033
4,1,744569,2445036
4,3,744545,2445042
5,5,-1,2445048
6,4,-1,2445052
7,4,-1,2445058
7,3,-1,2445064
8,2,-1,2445070
8,1,-1,2445077
9,7,-1,2445091
9,6,1115902,2445099
9,5,-1,2445247
9,4,744725,2445305
9,1,-1,2445311
9,8,-1,2445335
9,7,-1,2445343
8,8,-1,2445373
8,7,390851,2445380
9,5,-1,2445386
9,3,-1,2445393
9,2,-1,2445401
5,4,-1,2445427
5,4,393022,2445432
6,1,-1,2445434
7,5,-1,2445444
8,4,379656,2445450
7,2,-1,2445456
8,7,-1,2445468
8,4,-1,2445473
8,3,-1,2445480
8,1,-1,2445486
8,8,-1,2445501
8,6,-1,2445507
9,6,-1,2445515
9,5,-1,2445523
9,4,-1,2445531
9,1,-1,2445537
9,9,-1,2445554
9,8,-1,2445562
9,7,392994,2445570
8,6,-1,2445578
8,3,-1,2445583
9,9,391034,2445597
9,7,-1,2445604
9,3,1485178,2445609
9,1,-1,2445616
3,3,380049,2452805
3,3,-1,2452808
3,3,393174,2452811
3,2,368489,2452813
3,3,1485178,2452817
3,3,1115535,2452820
4,2,743660,2452822
4,1,743295,2452825
4,2,744171,2452830
4,3,-1,2452835
3,1,-1,2452837
3,3,-1,2452842
3,3,-1,2452845
3,1,-1,2452846
3,3,-1,2452851
3,1,-1,2452852
3,3,366333,2452857
3,2,-1,2452859
3,2,-1,2452862
3,1,744331,2452864
3,3,-1,2452869
3,1,743274,2452870
4,1,-1,2452873
4,1,-1,2452877
4,4,-1,2452884
4,3,-1,2452887
4,2,-1,2452890
4,3,-1,2452895
4,2,375640,2452898
4,2,-1,2452902
4,3,-1,2452907
4,2,-1,2452910
4,3,-1,2452915
4,2,-1,2452918
4,1,391033,2452921
4,4,2227831,2452928
4,3,-1,2452931
5,2,-1,2452934
5,1,744690,2452938
5,5,395441,2452947
5,4,-1,2452951
5,2,388839,2452954
5,1,377685,2452958
6,2,1485184,2452964
6,1,1485175,2452969
6,6,743804,2452980
6,5,-1,2452985
6,4,-1,2452990
6,3,-1,2452995
6,2,743273,2453000
6,6,-1,2453010
6,5,-1,2453015
5,3,743482,2453019
4,1,-1,2453022
4,2,744527,2453027
4,3,-1,2453032
6,2,2187042,2455598
6,5,-1,2455607
6,3,744457,2455611
7,7,-1,2455621
7,6,-1,2455627
7,5,397077,2455633
7,1,388783,2455636
8,8,-1,2455650
6,1,382203,2455807
9,6,-1,2455985
9,5,-1,2455993
8,2,-1,2455999
3,3,744525,2530194
5,4,-1,2541653
5,3,-1,2541657
5,1,-1,2541660
5,5,-1,2541669
5,4,744767,2541673
5,5,-1,2541679
5,1,-1,2541680
5,5,744672,2541689
5,4,379698,2541693
5,3,388612,2541697
5,2,399649,2541701
5,5,382262,2541709
6,4,744500,2541713
5,2,743651,2541717
5,3,-1,2541723
4,2,-1,2541727
5,1,-1,2541730
5,5,-1,2541739
4,1,743677,2541740
3,2,399627,2541745
3,1,743612,2541747
3,1,-1,2541750
3,3,-1,2541755
3,2,-1,2541757
3,3,-1,2541761
3,2,2227824,2541763
3,1,743944,2541765
3,3,742935,2541770
4,3,1485178,2541773
5,1,-1,2541775
5,4,-1,2541783
6,3,-1,2541787
6,1,377305,2541791
5,4,-1,2541800
6,4,-1,2541805
6,2,-1,2541809
6,1,2227872,2541814
6,6,-1,2541825
6,4,-1,2541829
6,6,-1,2541837
6,3,-1,2541840
7,2,-1,2541845
5,5,743976,2541855
5,3,391050,2541858
5,4,-1,2541864
5,4,-1,2541869
5,3,-1,2541873
5,2,-1,2541877
5,1,2227924,2541881
5,5,-1,2541890
5,3,-1,2541893
5,4,-1,2541899
5,5,-1,2541905
5,3,377837,2541908
5,1,-1,2541911
5,4,-1,2541919
5,3,-1,2541923
5,1,744405,2541926
4,4,-1,2541934
4,3,388849,2541937
2,2,1114356,2541940
2,2,373066,2541942
2,1,2227792,2541943
2,1,743454,2541945
3,3,368670,2541949
3,1,-1,2541950
3,3,399456,2541955
3,2,393232,2541957
3,1,384442,2541959
3,2,-1,2541963
3,3,2131990,2541967
3,1,390655,2541968
4,2,-1,2541972
4,4,744468,2541978
4,1,388852,2541979
4,2,-1,2541984
4,4,382218,2541990
4,3,382190,2541993
4,4,-1,2541998
4,3,-1,2542001
4,4,-1,2542006
4,3,-1,2542009
4,4,368529,2542014
4,3,1114215,2542017
4,3,-1,2542021
4,3,-1,2542025
4,2,-1,2542028
4,4,-1,2542034
4,1,-1,2542035
4,4,1485184,2542042
3,2,-1,2542044
3,2,743311,2542047
2,2,384091,2542050
2,1,1485181,2542051
5,5,-1,2542057
5,1,744170,2542058
5,5,393231,2542067
6,2,-1,2542069
6,4,-1,2542077
6,3,2227877,2542082
6,2,-1,2542087
7,6,-1,2542097
7,3,382247,2542101
7,1,-1,2542106
7,7,379669,2542119
5,2,386050,2542121
8,2,-1,2542126
6,4,-1,2542136
6,2,394881,2542140
7,3,394864,2542147
7,1,397571,2542152
6,5,-1,2542163
7,2,744372,2542166
6,6,2227839,2542177
9,4,-1,2549286
9,3,-1,2549294
9,9,-1,2549309
8,7,-1,2549316
7,4,-1,2549321
7,1,744661,2549325
7,4,380064,2549335
7,3,-1,2549341
8,1,-1,2549346
8,7,399289,2549360
8,6,399444,2549367
8,5,-1,2549374
8,3,744766,2549380
9,5,-1,2549410
9,4,-1,2549418
9,1,744170,2549424
9,9,-1,2549441
9,8,-1,2549449
9,7,2227869,2549457
9,5,-1,2549464
6,3,-1,2549471
4,1,744039,2549588
4,4,-1,2549595
4,1,-1,2549596
4,4,391045,2549603
4,3,394698,2549606
4,1,2227857,2549608
4,4,-1,2549615
4,3,744387,2549618
4,2,-1,2549621
4,4,375670,2549627
4,3,-1,2549630
3,3,1115043,2549634
2,1,366306,2549635
2,1,1114674,2549637
2,2,743844,2549640
2,1,744690,2549641
2,2,1485181,2549644
2,2,2227838,2549646
2,2,397598,2549648
2,1,1485183,2549649
2,2,397626,2549652
2,2,363574,2549654
3,1,304438,2549655
3,2,743128,2549659
3,3,744179,2549663
3,3,366305,2549666
3,2,1115563,2549668
3,1,2158537,2549670
3,3,335207,2549675
4,2,-1,2549677
4,1,744365,2549680
4,4,382245,2549687
5,3,-1,2549690
5,2,-1,2549694
5,1,1115184,2549698
5,5,393034,2549707
5,3,-1,2549710
5,2,2221701,2549714
5,1,-1,2549718
5,3,-1,2549725
5,4,-1,2549731
5,3,-1,2549735
5,1,744767,2549738
4,3,-1,2549745
4,2,744203,2549748
6,6,-1,2549756
5,4,-1,2549760
5,3,744542,2549764
4,2,744716,2549768
6,1,-1,2549771
6,6,-1,2549782
6,4,-1,2549786
6,3,-1,2549791
5,1,-1,2549795
5,1,-1,2549800
6,3,381868,2549807
6,1,1114367,2549811
6,6,394529,2549822
5,4,337589,2549826
5,3,1115547,2549830
5,1,-1,2549833
6,4,-1,2549841
6,3,-1,2549846
6,2,-1,2549851
6,6,392837,2549861
6,3,-1,2549864
6,2,-1,2549869
6,1,-1,2549874
6,6,-1,2549885
6,4,-1,2549889
6,3,-1,2549894
6,2,-1,2549899
6,1,744039,2549904
6,6,-1,2549915
6,5,-1,2549920
7,5,744481,2549926
9,6,-1,2549934
5,2,2194236,2549939
4,2,743989,2549944
4,4,2160900,2549950
5,2,397598,2549952
5,3,-1,2549958
5,4,-1,2549964
5,3,-1,2549968
6,5,-1,2549975
6,4,-1,2549980
6,1,397275,2549983
6,6,-1,2549994
6,3,-1,2549997
6,2,373459,2550002
6,5,-1,2550011
6,4,-1,2550016
6,3,-1,2550021
6,6,-1,2550030
6,5,-1,2550035
6,4,-1,2550040
6,3,-1,2550045
6,1,-1,2550049
6,6,-1,2550060
6,5,399472,2550065
6,3,-1,2550069
6,1,-1,2550073
5,5,375670,2550083
5,4,393035,2550087
6,3,-1,2550091
7,2,-1,2550096
7,7,-1,2550108
7,6,-1,2550114
7,5,744559,2550120
7,3,743643,2550125
7,2,744288,2550131
7,7,743950,2550143
7,6,744737,2550149
7,4,-1,2550154
7,2,1114693,2550159
7,7,-1,2550171
7,5,-1,2550176
7,4,-1,2550182
7,1,744387,2550186
7,7,-1,2550199
7,6,-1,2550205
7,5,-1,2550211
7,3,2227808,2550216
7,7,392148,2550227
7,6,-1,2550233
6,2,-1,2550236
6,1,-1,2550241
6,6,2160914,2550252
6,5,2191816,2550257
6,4,-1,2550262
6,3,-1,2550267
6,1,368151,2550271
6,6,1115002,2550282
6,5,-1,2550287
6,4,-1,2550292
6,3,1485181,2550297
6,2,-1,2550302
6,6,-1,2550312
6,5,1116057,2550317
5,3,743636,2550321
4,1,744010,2550324
4,3,-1,2550330
4,1,374939,2550332
4,3,-1,2550338
2,1,368502,2550340
2,2,366333,2550343
6,6,375629,2553191
7,6,-1,2553197
6,1,-1,2553199
6,6,744157,2553210
6,5,-1,2553215
6,3,-1,2553219
6,6,388482,2553228
6,3,-1,2553231
7,3,-1,2553237
7,1,-1,2553242
7,7,-1,2553255
6,5,-1,2553260
6,2,744625,2553263
7,7,-1,2553274
8,6,368697,2553280
8,5,-1,2553287
7,4,-1,2553294
7,2,-1,2553299
7,1,-1,2553305
7,7,-1,2553318
7,6,-1,2553324
6,2,-1,2553327
6,1,2227765,2553332
6,6,380008,2553343
7,6,744197,2553349
7,5,-1,2553355
7,4,1485179,2553361
8,1,-1,2553365
8,8,-1,2553380
8,7,-1,2553387
8,5,-1,2553393
8,4,-1,2553400
7,3,-1,2553407
7,2,-1,2553413
7,1,390867,2553419
7,7,388810,2553432
7,6,744363,2553438
7,5,365953,2553444
8,4,-1,2553450
8,1,-1,2553455
8,8,-1,2553470
8,6,-1,2553476
7,4,744682,2553482
7,3,-1,2553488
7,1,743677,2553493
7,6,-1,2553505
7,5,392866,2553511
7,3,-1,2553516
7,2,393022,2553522
6,1,744572,2553528
6,5,-1,2553538
6,2,1115567,2553541
6,1,-1,2553546
6,6,-1,2553557
6,3,-1,2553565
6,2,1485182,2553570
5,5,-1,2553579
4,4,-1,2553583
4,3,-1,2553586
5,4,-1,2553591
5,3,-1,2553595
5,1,-1,2553598
5,4,-1,2553606
5,4,373472,2553611
4,3,744217,2553615
4,1,388065,2553617
4,4,-1,2553624
4,1,744034,2553625
4,2,384262,2553630
5,3,397598,2553635
2,2,397610,2553639
3,1,-1,2553640
3,2,-1,2553644
3,1,-1,2553646
3,2,-1,2553650
3,1,382247,2553652
3,3,-1,2553657
3,2,-1,2553659
3,1,397598,2553661
3,2,-1,2553665
3,1,1485184,2553667
3,2,-1,2553671
3,1,1115455,2553673
3,3,1115718,2553678
2,2,2227852,2553680
2,1,379826,2553681
2,2,397612,2553684
6,3,-1,2558106
6,2,-1,2558111
8,1,-1,2558116
7,7,-1,2558130
7,6,-1,2558136
7,5,-1,2558142
7,4,368671,2558148
7,3,-1,2558154
7,7,744009,2558165
6,5,-1,2558170
6,4,-1,2558175
7,3,-1,2558180
6,6,-1,2558190
6,3,-1,2558193
6,1,-1,2558197
7,6,2191633,2558208
7,4,-1,2558213
7,1,-1,2558217
7,3,-1,2558226
7,2,-1,2558232
7,1,-1,2558238
7,7,-1,2558251
7,4,-1,2558255
7,3,-1,2558261
7,2,-1,2558267
7,1,-1,2558273
7,3,-1,2558282
5,2,368710,2558356
6,2,-1,2558361
7,6,-1,2558371
7,4,-1,2558376
7,3,2227803,2558382
6,1,-1,2558387
7,7,-1,2558399
7,5,-1,2558404
7,4,743792,2558410
7,3,2190943,2558416
7,2,-1,2558422
7,1,-1,2558428
7,7,-1,2558441
6,2,743113,2558443
7,6,1114664,2558453
6,6,-1,2558460
2,2,1116000,2566355
8,7,384459,2609898
8,6,-1,2609905
8,5,-1,2609912
8,4,-1,2609919
7,1,-1,2609924
7,7,-1,2609937
7,6,390825,2609943
7,5,395388,2609949
6,3,-1,2609954
5,2,-1,2609959
4,1,-1,2609963
5,4,-1,2609970
5,2,-1,2609973
5,1,381712,2609977
4,3,-1,2609984
4,2,393191,2609987
4,1,1115059,2609990
4,4,-1,2609997
4,3,-1,2610000
4,2,366331,2610003
4,3,-1,2610008
4,4,-1,2610013
4,3,1485184,2610016
4,2,744507,2610019
3,1,-1,2610022
3,1,-1,2610025
3,2,373458,2610029
3,3,395443,2610033
3,3,1114201,2610036
3,2,1485181,2610038
3,1,743988,2610040
3,3,-1,2610045
3,1,-1,2610046
4,2,743285,2610050
4,3,-1,2610055
4,4,366332,2610060
4,3,377854,2610063
4,2,2163279,2610066
4,3,744167,2610071
4,2,-1,2610074
4,4,-1,2610080
4,3,-1,2610083
4,1,742936,2610085
4,4,-1,2610092
4,2,-1,2610094
4,1,-1,2610097
4,3,397611,2610103
4,2,-1,2610106
4,1,743793,2610109
4,4,382247,2610116
4,3,742767,2610119
4,4,744204,2610124
4,1,397627,2610125
4,4,743958,2610132
4,3,1115039,2610135
4,4,-1,2610140
9,6,-1,2612963
9,3,-1,2612969
9,2,-1,2612977
9,1,-1,2612985
9,4,-1,2613037
7,2,744288,2613044
8,1,-1,2613050
8,7,-1,2613064
8,5,-1,2613070
7,1,-1,2613074
7,5,-1,2613085
8,7,-1,2613094
8,6,-1,2613101
8,4,-1,2613107
8,8,-1,2613119
8,7,-1,2613126
8,2,-1,2613179
7,6,744040,2613191
5,5,2184690,2613197
4,3,743831,2613200
4,4,1485175,2613205
4,3,-1,2613208
9,8,-1,2615610
9,7,-1,2615618
9,6,395440,2615626
9,4,-1,2615633
9,3,-1,2615851
9,2,-1,2615859
9,9,744041,2615875
9,7,-1,2615882
9,6,-1,2615890
9,9,-1,2615922
9,8,744144,2615930
9,6,744287,2615937
9,5,-1,2615945
9,4,-1,2615953
9,3,-1,2615961
9,2,-1,2615969
9,1,-1,2615977
