@relation 'Turn Round 1'

@attribute playersLeft numeric
@attribute position numeric
@attribute rank numeric
@attribute playersStreet numeric
@attribute pot numeric
@attribute chips numeric
@attribute chipsBets numeric
@attribute action string

@data
2,1,384248,2,320,2791,200,c:40
2,1,743956,2,280,2961,140,c:40
2,1,393007,2,240,2731,160,c:40
2,1,375628,2,240,2606,120,c:40
2,1,381893,2,240,2486,160,c:40
2,1,337392,2,280,2416,220,c:40
2,2,388483,2,400,2566,240,c:40
2,1,1115564,2,360,2286,220,r:80
2,2,743947,2,440,1796,260,c:40
2,1,1114887,2,320,1946,200,r:80
2,1,1485176,2,320,2066,160,c:40
3,2,743130,2,290,1226,220,c:40
3,2,390628,2,340,1476,160,c:40
3,1,743859,3,480,1256,240,c:0
6,2,743307,2,210,2216,80,c:40
6,6,1485184,3,990,1986,480,r:40
5,1,1115727,3,840,2956,280,r:80
5,3,397275,2,230,3436,120,c:40
5,1,380060,2,240,3256,120,c:40
5,2,1485184,2,610,2876,280,r:80
6,3,379316,2,270,3476,160,c:40
4,2,335390,2,370,3866,320,c:40
4,1,744514,3,280,4176,120,c:0
3,1,742947,2,240,3716,140,c:40
3,2,744176,2,250,3896,120,c:40
3,1,383711,2,300,3886,160,c:40
3,1,391044,2,400,3846,200,c:40
4,1,392867,2,240,3316,120,c:40
4,1,744218,2,420,3206,200,r:40
4,1,1114623,2,420,2966,200,r:80
4,1,395443,2,200,3156,140,c:40
3,2,384274,2,290,3656,180,c:40
4,2,1116044,2,570,3576,400,r:80
4,2,390865,2,290,3736,180,c:40
4,2,377654,2,170,3188,80,c:40
4,2,399472,2,290,4133,140,c:40
4,1,399472,2,300,4413,180,r:80
2,1,385699,2,320,4333,160,c:40
2,1,386628,2,200,4153,100,c:40
7,3,1114886,3,660,4522,240,r:80
6,2,399652,2,420,4212,180,c:40
7,4,1485175,3,580,2842,220,r:40
7,3,1485184,2,520,3282,360,r:80
6,1,368699,2,200,3362,100,c:40
3,1,1115224,2,340,3237,200,r:80
3,3,1485176,2,460,3597,500,c:40
3,2,361390,2,290,3247,140,c:40
3,2,394513,2,360,3337,160,c:40
2,1,381880,2,240,3697,160,c:40
5,1,395415,2,320,5637,180,c:40
5,1,1485182,2,620,3527,420,r:80
4,2,366151,3,380,3617,200,c:0
4,2,744767,3,520,3347,160,c:40
3,1,399622,2,480,4017,260,r:80
7,5,1115052,2,650,3532,240,r:80
9,1,365940,3,460,3727,120,c:40
3,1,306607,3,240,4482,80,c:0
2,1,2227899,2,280,4402,260,r:80
4,2,386286,2,320,4532,140,r:80
4,4,397585,2,290,4942,180,c:40
4,1,368348,2,300,5072,160,c:40
4,3,373063,2,300,5387,120,c:40
4,1,375656,2,240,5247,240,c:40
7,1,379290,3,360,5427,100,c:0
5,2,744310,2,370,5547,220,c:40
6,2,397247,2,290,5567,180,c:40
6,1,395230,2,300,5427,140,c:40
6,2,390473,3,430,5312,180,c:40
5,1,382234,2,300,4862,180,c:40
5,2,386276,2,270,3532,140,c:40
3,1,372741,2,260,3517,120,r:80
4,2,2163098,2,320,3207,200,c:40
2,1,386089,2,160,3007,120,c:40
2,1,359011,2,200,2977,100,c:40
2,1,1115567,2,280,3147,180,c:40
2,1,386543,2,280,3047,180,c:40
2,1,395400,2,200,3027,100,c:40
2,2,399444,2,480,3077,280,r:80
3,1,387753,3,300,3107,100,c:0
3,1,379825,2,240,3017,160,c:40
9,7,742947,3,820,2727,200,r:40
8,2,397624,2,250,3327,140,c:40
7,1,368529,3,260,2900,80,c:0
2,2,744724,2,280,3700,180,c:40
5,5,744455,2,290,4130,180,c:40
3,2,744556,2,280,3535,160,c:40
3,2,390851,2,330,3795,200,c:40
3,2,744143,2,370,3405,220,c:40
3,1,744727,2,480,3355,260,r:80
3,1,378756,2,600,3655,340,c:40
6,2,377136,2,210,3460,140,r:80
6,2,1114701,2,310,3490,180,r:80
6,3,379147,2,400,8053,160,c:40
3,2,744462,2,250,4953,160,c:40
3,2,386638,2,250,4783,160,c:40
3,2,386628,2,290,4703,180,r:80
3,1,744483,2,200,5043,140,c:40
7,1,386261,3,540,5571,140,c:0
8,5,744659,3,690,5591,260,c:0
5,4,1115550,2,260,5726,200,c:40
3,2,744457,2,170,2785,120,c:40
3,1,388472,2,200,1885,140,c:40
6,4,375653,2,350,3635,180,r:80
6,1,398923,3,420,3865,140,r:80
6,3,372883,2,310,3335,140,c:40
8,7,383347,2,320,3725,80,c:40
8,2,744506,2,310,3680,80,c:40
6,2,386612,3,360,2086,120,c:0
6,6,744647,2,520,2029,260,r:80
6,5,393019,2,310,2369,140,c:40
5,2,393062,2,410,2479,200,c:40
3,1,399444,2,280,2229,140,r:80
5,5,2227771,2,790,2289,420,r:80
5,3,743675,2,290,3319,180,c:40
5,2,377653,2,250,3589,160,c:40
5,1,744288,2,520,3429,300,c:40
4,4,390600,2,280,3669,160,c:40
6,2,393232,2,250,3599,160,c:40
5,2,368489,2,440,3549,200,c:40
6,1,395175,3,640,3349,220,c:0
9,9,744208,3,620,3679,200,c:0
8,3,2227835,2,450,3519,220,r:80
8,2,743793,2,620,3829,300,r:80
8,6,1485181,3,1020,4159,340,c:0
8,2,744138,2,310,4809,120,r:80
8,1,372925,2,160,4999,80,c:40
4,2,399598,2,210,4787,140,r:80
3,3,395230,2,340,7120,200,c:40
6,2,368695,2,490,6135,300,c:40
5,2,388471,2,210,3454,140,c:40
5,1,395402,2,360,3604,220,r:80
4,2,373415,3,540,3854,180,c:0
4,1,393241,2,220,3674,100,c:40
5,4,744128,2,230,4054,140,c:40
5,3,384413,3,520,4224,160,c:0
9,9,1115989,2,710,4664,360,r:80
7,2,363953,3,220,3964,140,c:0
7,1,743651,2,340,4244,160,c:40
5,3,1114314,3,570,4474,320,c:40
4,1,375587,2,260,4974,200,c:40
4,2,397625,2,210,5244,140,c:40
5,4,393021,2,280,5564,100,c:40
6,2,393036,3,490,5814,200,c:40
6,6,2101048,3,850,5574,300,c:0
5,2,744040,3,430,6394,180,c:0
5,4,363587,2,290,6114,180,c:40
5,5,301887,2,470,6114,220,c:40
8,3,359180,2,300,5601,120,c:40
6,4,399288,3,570,5241,220,c:0
5,1,390134,2,380,6021,180,r:40
4,2,395414,2,370,7181,220,c:40
5,1,743662,3,320,7411,140,c:0
4,1,302072,3,560,7451,800,c:40
